dummy,dummy,dummy,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
PRT,NF,BMSWAS,0.0066,0.0066,0,0,0,0,0,0,0,0,0,0
ROU,NF,BMSWAS,0.000562068965517241,0.000562068965517241,0.000331034482758621,0.000896551724137931,0.000537931034482759,0.000406896551724138,0.000424137931034483,0.000424137931034483,0.000341379310344828,0.000272413793103448,0.000775862068965517,0.000775862068965517
RUS,NF,BMSWAS,0,0,0,0,0,0,0,0,0,0,0,0
SAU,NF,BMSWAS,0,0,0,0,0,0,0,0,0,0,0,0
SVK,NF,BMSWAS,0,0,0,0,0,0,0,0,0,0,0,0
SVN,NF,BMSWAS,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,NF,BMSWAS,0,0,0,0,0,0,0,0,0,0,0,0
ESP,NF,BMSWAS,0,8e-04,7e-04,0.0021,0.0015,0,0,0,0,0,0,0
SWE,NF,BMSWAS,0,0,0,0,0,0,0,0,0,0,0,0
TUN,NF,BMSWAS,0,0,0,0,0,0,0,0,0,0,0,0
TUR,NF,BMSWAS,0,0,0,0,0,0,0,0,0.001,0.011,0,0
GBR,NF,BMSWAS,0,0,0,0,0,0,0,0,0,0,0,0
USA,NF,BMSWAS,0,0,0,0,0,0,0,0,0,0,0,0
RAS,NF,ELC,0,0,0,0,0,0,0,0,0,0,0,0
RWO,NF,ELC,32615.270875,32838.07225,32458.9495,31395.5,38310.75,39491.25,39144.25,43685.90875,45088.31125,45816.808,45801.61625,45801.61625
REU,NF,ELC,17721.6937541667,18704.6405583333,17827.8282833333,17896.05,18670.7083333333,18954.325,18264.3042,19062.8997416667,19491.0097916667,19514.6261666667,19270.2299583333,19270.2299583333
REP,NF,ELC,42542.0270875,43181.907225,42829.49495,45566.25,45810.375,46137.125,45626.125,45505.867875,46653.902125,53353.0255,53302.583625,53302.583625
RAF,NF,ELC,137792,142611.163636364,146017.490909091,148236.581818182,146467.854545454,141178.436363636,138104.509090909,141912.471636364,146163.441636364,148567.6982,148029.932054545,148029.932054545
RLA,NF,ELC,44436.7857142857,45263.2142857143,44173.0714285714,42509.2857142857,38737.8571428571,38052.5714285714,37588.7142857143,37379.4874285714,34712.0727142857,34278.0634285714,34890.5816428571,36350.1362142857
ARG,NF,ELC,0,0,0,0,0,5323,5094,4987.735,5025.73,4939.377,5014.216,4640.021
OCE,NF,ELC,48582,45572,44984,43291,43135,38828,39225,36975.244,37534.562,37526.357,37060.991,37060.991
AUT,NF,ELC,852.123,966.356,986.737,952.995,997.124,959.389,1031.54,1046.785,1079.096,1069.291,988.762,988.762
BEL,NF,ELC,1914.8,1961.6,1871.2,1882.3,1952.1,1936.3,1878.3,2010,2134,2064.8,1935.3,1935.3
BRA,NF,ELC,37191,38466,37844,36107,32553,26929,27112,27291.999,24874.858,24763.689,25682.633,27628.656
BGR,NF,ELC,917,952,862,1003,1004,863,770,1049.351,1081.737,1036.49,1088.605,1088.605
CAN,NF,ELC,52503,53615,50446,49891,51344,51816,49851,58521,58642,61364,59084,59084
CHA,NF,ELC,625818,700360,763816,822782,1129874,1101096,1134284,1274692,1339616,1334734,1426584,1426584
HRV,NF,ELC,71,82,86,86,79,36,32,86.2,98.7,101.9,99.9,99.9
CYP,NF,ELC,2109.63348387097,2241.83335483871,2044.46425806452,1935.58464516129,1945.474,2048.83306451613,2047.31283870968,2215.02116129032,2166.95596774194,2076.72116129032,1989.90790322581,1989.90790322581
CZE,NF,ELC,215,262,354,349,366,365,405,411.313,413.57,402.223,367.124,367.124
DNK,NF,ELC,0,0,0,0,0,0,0,0,0,0,0,0
EGY,NF,ELC,2011,2102.4,2135.2,2476.2,2452.2,2509.4,2549.8,2515.599,2634.424,3342.6006,3371.7308,3371.7308
EST,NF,ELC,10,7,9,5,5,4,5,0,3,2.71,3.15,3.15
FIN,NF,ELC,1908,1779,1856,1913,1910,1851,1850,1895,1933,1960,1961,1961
FRA,NF,ELC,7468,7887.121,7728.526,7617.257,8043.428,8477.292,8578.124,8669.948,7993.008,8092.222,7980.582,7980.582
DEU,NF,ELC,13645,13255,12745,12864,13418,15871,15979,16276,15785,15265,15074,15074
GRC,NF,ELC,5396,4262,4644,4710,4710,4770,4366,4570.537,4867.25,4083,3679,3679
HUN,NF,ELC,431,435,506,470,389,385,401,429,438,421,368,368
NSI,NF,ELC,31045,31474,32056,32640,33144,34107,34286,34785.029,35594.797,35264.027,35202.167,35202.167
IND,NF,ELC,16316,17284,11471,14015,17219,12491,12617,11854.865,11331.401,10692.733,10118.381,10118.381
IDN,NF,ELC,0,0,0,0,0,0,0,0,0,0,0,0
IRN,NF,ELC,2011,2102.4,2135.2,2476.2,2452.2,2509.4,2549.8,2515.599,2634.424,3342.6006,3371.7308,3371.7308
IRL,NF,ELC,436.715,482.757,450.929,477.572,494.042,482.761,504.749,542.596,524.707,532.411,498.338,498.338
ISR,NF,ELC,0,0,0,0,0,0,0,0,0,0,0,0
ITA,NF,ELC,4573,4628,3825,2416,2522,2483,2477,2556.225,2528.185,2035.884,2453.282,2453.282
JPN,NF,ELC,14595,13281,15069,13131,12337,11979,12556,12946.797,12189.232,11346.185,11040.522,11040.522
KOR,NF,ELC,0,0,0,0,0,0,0,0,0,0,0,0
LVA,NF,ELC,1,2,2,1,1,0,0,4.867,5.004,4.752,5.916,5.916
LTU,NF,ELC,2109.63348387097,2241.83335483871,2044.46425806452,1935.58464516129,1945.474,2048.83306451613,2047.31283870968,2215.02116129032,2166.95596774194,2076.72116129032,1989.90790322581,1989.90790322581
LUX,NF,ELC,0,0,0,0,0,0,0,0,0,0,0,0
MLT,NF,ELC,2109.63348387097,2241.83335483871,2044.46425806452,1935.58464516129,1945.474,2048.83306451613,2047.31283870968,2215.02116129032,2166.95596774194,2076.72116129032,1989.90790322581,1989.90790322581
MEX,NF,ELC,709,890,872,855,837,821,804,830,771,771,771,771
MAR,NF,ELC,0,0,0,1218,1260,1285,1323,1398.806,1427.157,1470.493,1381.616,1381.616
NLD,NF,ELC,4777,6114,2774,2838,1630,2037.083,2222.39,1990.714,2225.075,2698.034,2607.367,2607.367
NGA,NF,ELC,2837,2922.72727272727,2971.18181818182,2990.36363636364,2956.90909090909,2794.27272727273,2716.81818181818,2814.48127272727,2887.29727272727,2831.988,2815.37690909091,2815.37690909091
POL,NF,ELC,1713,1944,1973,1972,2088,2115,2145,2339.749,2389.379,2531.274,2284.558,2284.558
PRT,NF,ELC,136,118,115,118,122,126,109.595,114.924,111.753,105.758,100.89,100.89
ROU,NF,ELC,0,0,0,0,0,0,0,3358.118,3485.187,3270.912,3119.183,3119.183
RUS,NF,ELC,90801,93134,92744,91307,94108,94968,90563,92175.6,94067.4,93115.56,93115.56,93115.56
SAU,NF,ELC,2011,2102.4,2135.2,2476.2,2452.2,2509.4,2549.8,2515.599,2634.424,3342.6006,3371.7308,3371.7308
SVK,NF,ELC,2455,2454,2476,2478,2523,2563,2586,2615,2530,2626,2346,2346
SVN,NF,ELC,707,1201,1302,1302,1312,1331,1351,1351.443,1323.186,1179.976,932.097,932.097
ZAF,NF,ELC,18135,18242,17488,17397,17283,14816,14262,15021.979,15215.233,14959.413,14959.413,14959.413
ESP,NF,ELC,8651,10728,10584,9012,9362,9544,9333,10070,9137,7734,7110,7110
SWE,NF,ELC,2395,3005,3200,3106,2907,2890,2935,2972,3003,2839,2785,2785
TUN,NF,ELC,2011,2102.4,2135.2,2476.2,2452.2,2509.4,2549.8,2515.599,2634.424,3342.6006,3371.7308,3371.7308
TUR,NF,ELC,2307,2479,2406,2277,2417,2974,3139,3752.772,3590.183,3807.37,4465.93,4465.93
GBR,NF,ELC,6726,6971,5028,4430,4475,4424,4507,4305.886,4086.798,4321.719,3899.091,3899.091
USA,NF,ELC,40164,69853,70313,68560,71389,73044,68728,37645.742,41391.245,40817.058,30799.682,30799.682
RAS,CH,HCL,0.065625,0.065625,0.065625,0.009375,0.031875,0.0375,0.04125,0.050625,0.0673125,0.061875,0.138375,0
RWO,CH,HCL,0.349666666666667,0.5154,0.382333333333333,0.315866666666667,0.2244,0.750666666666667,0.512,0.761733333333333,0.815933333333333,0.8105,0.809166666666667,0.809166666666667
REU,CH,HCL,0.441574358974359,0.580653846153846,0.538910256410256,0.440620512820513,0.421923076923077,0.532912820512821,0.618161538461538,0.625967948717949,0.650491025641026,0.648292307692308,0.735320512820513,0.735320512820513
REP,CH,HCL,0.0833589743589744,0.117676923076923,0.0833333333333333,0.0798897435897436,0.0627923076923077,0.123897435897436,0.0951153846153846,0.123521794871795,0.138714102564103,0.128292307692308,0.125566666666667,0.127547435897436
RAF,CH,HCL,1.16428571428571,1.19185714285714,1.76542857142857,0.0880000000000001,0.112571428571429,0.0388571428571429,0.0142857142857143,0.0135714285714286,0.0142857142857143,0.0128571428571428,0,0
RLA,CH,HCL,0.457,0.548,0.498,0.596,0.764,0.727,0.633000000000001,0.545,0.6454,0.5468,0.482,0.5335
ARG,CH,HCL,0.0141923076923077,0.0150769230769231,0.016,0.0179230769230769,0.0211923076923077,0.0207307692307692,0.0171153846153846,0.0163384615384615,0.0200307692307692,0.0160923076923077,0.0136,0.0155807692307692
OCE,CH,HCL,0.275375,0.266375,0.294375,0.290625,0.253125,0.2695,0.23975,0.249475,0.2476875,0.258825,0.264125,0.254
AUT,CH,HCL,0.0199,0.0187,0.0186,0.0236,0.0299,0.0307,0.0277,0.0397,0.0343,0.0047,0.0117,0.0117
BEL,CH,HCL,0,0,0.001,0.014,0.014,0.014,0.014,0.0142,0.0133,0.0195,0.0142,0.0142
BRA,CH,HCL,0.281,0.236,0.334,0.336,0.338,0.351,0.257,0.3046,0.3962,0.29,0.2252,0.2767
BGR,CH,HCL,0.114,0.134,0.138,0.125,0.142,0.149,0.145,0.2087,0.2455,0.2109,0.2289,0.2289
CAN,CH,HCL,0,0,0,0,0,0,0,0,0,0,0,0
CHA,CH,HCL,621.3672,695.3868,667.8388,668.2872,656.928,733.2188,612.516,536.304,499.3208,403.2368,407.9572,407.9572
HRV,CH,HCL,0.001,0,0,0,0,0,0,0,0,0,0,0
CYP,CH,HCL,0.177578125,0.176971875,0.1690125,0.177340625,0.17315625,0.178471875,0.17064375,0.182778125,0.16396875,0.151253125,0.13774375,0.13774375
CZE,CH,HCL,0.8284,0.8038,0.7354,0.7194,0.6116,0.5819,0.5947,0.8802,0.862,0.7844,0.7403,0.7403
DNK,CH,HCL,0,0.019,0.027,0.024,0.02,0.0205,0.0085,0.0094,0,0,0,0
EGY,CH,HCL,0,0,0,0,0,0,0,0,0,0,0,0
EST,CH,HCL,0,0,0,0,0,0,0,0,0,0,0,0
FIN,CH,HCL,0,0.028,0,0,0,0,0,0,0,0,0,0
FRA,CH,HCL,0.457,0.348,0.392,0.695,0.676,0.576,0.542,0.5936,0.5626,0.4988,0.3423,0.3423
DEU,CH,HCL,1.2265,1.1253,0.9648,1.0454,1.1002,1.6784,1.665,1.5619,0.9317,0.843,0.7948,0.7948
GRC,CH,HCL,0,0,0,0,0,0,0,0,0,0,0,0
HUN,CH,HCL,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0
NSI,CH,HCL,0.3111,0.3173,0.3515,0.3467,0.3618,0.3499,0.3617,0.339,0.3417,0.3467,0.3817,0.3817
IND,CH,HCL,4.572,4.062,3.455,2.805,3.079,2.851,2.643,2.384,2.369,2.273,2.05,0
IDN,CH,HCL,0,0,0,0,0,0,0,0,0,0,0,0
IRN,CH,HCL,0,0,0,0,0,0,0,0,0,0,0,0
IRL,CH,HCL,0,0,0,0,0,0,0,0,0,0,0,0
ISR,CH,HCL,0,0,0,0,0,0,0,0,0,0,0,0
ITA,CH,HCL,0.005,0.005,0.005,0.002,0.002,0.001,0,0,0.002,0.001,0,0
JPN,CH,HCL,5.5487,5.3328,5.1791,5.232,5.3193,5.4293,5.2877,5.3679,5.4175,5.3448,4.9722,4.9722
KOR,CH,HCL,0.00145833333333333,0.00145833333333333,0.00145833333333333,0.000208333333333333,0.000708333333333333,0.000833333333333333,0.000916666666666667,0.001125,0.00149583333333333,0.001375,0.003075,0
LVA,CH,HCL,0,0,0,0.002,0.001,0,0,0,1e-04,0,0,0
LTU,CH,HCL,0.001,0,0,0,0,0,0,1e-04,0,0,0,0
LUX,CH,HCL,0,0,0,0,0,0,0,0,0,0,0,0
MLT,CH,HCL,0.177578125,0.176971875,0.1690125,0.177340625,0.17315625,0.178471875,0.17064375,0.182778125,0.16396875,0.151253125,0.13774375,0.13774375
MEX,CH,HCL,0,0,0,0,0,0,0,0,0,0,0,0
MAR,CH,HCL,0,0,0,0,0,0,0,0,0,0,0,0
NLD,CH,HCL,0,0,0.002,0,0,0,0,0,0,0,0,0
NGA,CH,HCL,0.0232857142857143,0.0238571428571429,0.0354285714285714,0.002,0.00257142857142857,0.000857142857142857,0.000285714285714286,0.000271428571428571,0.000285714285714286,0.000257142857142857,0,0
POL,CH,HCL,2.1237,2.1663,2.1876,2.2251,2.1823,1.9926,2.0867,2.2114,2.2195,2.1625,2.0136,2.0136
PRT,CH,HCL,0.017,0.017,0.018,0.018,0.007,0.007,0,0,0,0,0,0
ROU,CH,HCL,0.552,0.605,0.54,0.394,0.336,0.28,0.048,0.0537,0.058,0.0403,0,0
RUS,CH,HCL,0.317,0.403,0.201,0.285,0.186,0.277,0.264,0.3061,0.3659,0.308,0.308,0.308
SAU,CH,HCL,0,0,0,0,0,0,0,0,0,0,0,0
SVK,CH,HCL,0.001,0,0,0,0,0,0,0,0,0,0,0
SVN,CH,HCL,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,CH,HCL,0,0.001,0.006,0.012,0.016,0.004,0,0,0,0,0,0
ESP,CH,HCL,0.232,0.288,0.283,0.2794,0.295,0.276,0.233,0.198,0.237,0.211,0.201,0.201
SWE,CH,HCL,0.024,0.026,0.019,0.023,0.016,0.01,0.009,0.01,0.01,0.01,0.011,0.011
TUN,CH,HCL,0,0,0,0,0,0,0,0,0,0,0,0
TUR,CH,HCL,0.949,0.984,1.03,0.994,0.99,1.207,1.087,0.992,1.3614,1.43,1.3924,1.3924
GBR,CH,HCL,0.079,0.078,0.076,0.084,0.108,0.094,0.087,0.068,0.071,0.054,0.05,0.05
USA,CH,HCL,7.094,6.53,6.663,6.503,6.244,5.367,4.655,3.271,3.099,2.815,2.645,2.645
RAS,CH,GDO,1.14432,1.34242,1.42844,1.42006,1.34538,1.46926,1.49202,1.4424,1.22012,0.92214,0.91188,0.91188
RWO,CH,GDO,0.046225,0.1099875,0.0948625,0.056125,0.075175,0.0629375,0.0753875,0.0837125,0.0735875,0.09745,0.0974875,0.0974875
REU,CH,GDO,0.0389933333333333,0.223473333333333,0.20158,0.0478266666666667,0.0531933333333333,0.05596,0.0144266666666667,0.01384,0.0158733333333333,0.01344,0.01418,0.01418
REP,CH,GDO,0.0222916666666667,0.0432025,0.0378275,0.024465,0.036105,0.0358258333333333,0.0382758333333333,0.502514166666667,0.4980325,0.490073333333333,0.487465833333333,0.487549166666667
RAF,CH,GDO,0.014385,0.014385,0.00751,0.00751,0.00877,0.00937,0.00937,0.11942,0.138495,0.14245,0.14179,0.14179
RLA,CH,GDO,0.183946666666667,0.16706,0.17006,0.18986,0.18192,0.176953333333333,0.181053333333333,0.172246666666667,0.1724,0.149013333333333,0.149993333333333,0.151826666666667
ARG,CH,GDO,0.00615666666666667,0.00548,0.00548,0.00713,0.00696,0.00649333333333333,0.00649333333333333,0.00625666666666667,0.00615,0.00502333333333333,0.00506333333333333,0.00514666666666667
OCE,CH,GDO,0.219008,0.228488,0.262796,0.281264,0.292892,0.271104,0.214168,0.21744,0.198108,0.173856,0.178772,0.178772
AUT,CH,GDO,0.0013,0.0012,0.003,5e-04,4e-04,4e-04,4e-04,4e-04,0.003,0.0054,0.0056,0.0056
BEL,CH,GDO,0.0081,0.0081,0.0193,0.0214,0.0214,0.0234,0.0183,0.0182,0.018,0.0178,0.0163,0.0163
BRA,CH,GDO,0.0273,0.0121,0.0121,0.0222,0.0182,0.0172,0.0152,0.0168,0.0161,0.0151,0.0162,0.0187
BGR,CH,GDO,0.001,0.001,0.002,0.001,0.001,0.002,0.001,0.002,0.0023,0.002,0.0017,0.0017
CAN,CH,GDO,0,0,0,0,0.0031,0,0,0,0,0,0,0
CHA,CH,GDO,9.3556,4.7816,3.8188,3.4396,2.9704,2.9048,2.3296,2.74,1.548,1.6256,0.706,0.706
HRV,CH,GDO,0.001,0.001,0.001,0.001,0.001,0.001,0,2e-04,4e-04,4e-04,4e-04,4e-04
CYP,CH,GDO,0,0,0.001,0,0.001,0.001,0.001,0.0012,0.0011,0.0014,0.0013,0.0013
CZE,CH,GDO,0,0,0,0,0,0,0,0,0,0,0,0
DNK,CH,GDO,0.0082,0.0051,0.002,0.002,0.0031,0.0027,0.0031,0.0028,0.0043,0.0041,0.0042,0.0042
EGY,CH,GDO,0.00042,0.00042,0.00042,0.00042,0.00084,0.00104,0.00104,0.03664,0.03654,0.0356,0.03538,0.03538
EST,CH,GDO,0.001,0.001,0,0,0,0.0071,0.0051,0.003,0.001,0.001,5e-04,5e-04
FIN,CH,GDO,0.0061,0.0041,0.0041,0.0041,0.0041,0.0041,0.0051,0.0051,0.0051,0.0051,0.0021,0.0021
FRA,CH,GDO,0,0,0,0,0.0193,0.0163,0.0161,0.0141,0.016,0.0164,0.0179,0.0179
DEU,CH,GDO,0.0697,0.0687,0.0645,0.0502,0.0395,0.0194,0.0464,0.0441,0.0513,0.0379,0.082,0.082
GRC,CH,GDO,0.0081,0.0031,0.001,0.002,0.0092,0.002,0.002,0.0022,0.0024,4e-04,3e-04,3e-04
HUN,CH,GDO,0,0.0161,0.005,0.006,0.001,0.003,0.0031,0.0061,0.0031,0.001,0.0051,0.0051
NSI,CH,GDO,0.0934,0.0913,0.0705,0.061,0.0515,0.0389,0.0353,0.0314,0.0313,0.0286,0.0245,0.0245
IND,CH,GDO,0.1655,0.181,0.2099,0.1334,0.122,0.1324,0.1293,0.143,0.147,0.1505,0.1669,0.1669
IDN,CH,GDO,0.3558,0.4664,0.6205,0.5864,0.5295,0.6443,0.3465,0.3162,0.235,0.1647,0.1647,0.1647
IRN,CH,GDO,0.00042,0.00042,0.00042,0.00042,0.00084,0.00104,0.00104,0.03664,0.03654,0.0356,0.03538,0.03538
IRL,CH,GDO,0.0109,0.0085,0.0089,0.0067,0.0087,0.0096,0.0045,0.0051,0.0039,0.0038,0.0041,0.0041
ISR,CH,GDO,0.00042,0.00042,0.00042,0.00042,0.00084,0.00104,0.00104,0.03664,0.03654,0.0356,0.03538,0.03538
ITA,CH,GDO,0,0.3724,0.1689,0.0865,0.1089,0.114,0.0895,0.0641,0.1262,0.1201,0.1148,0.1148
JPN,CH,GDO,0.7458,0.9076,0.813,0.8323,0.7234,0.6074,0.6339,0.5568,0.5905,0.5077,0.526,0.526
KOR,CH,GDO,0.033336,0.040196,0.045532,0.044588,0.041664,0.046968,0.040856,0.03908,0.032336,0.024152,0.023924,0.023924
LVA,CH,GDO,0.002,0.002,0,0,0,0,0,1e-04,7e-04,3e-04,3e-04,3e-04
LTU,CH,GDO,0,0,0,0,0,0,0,0,1e-04,1e-04,2e-04,2e-04
LUX,CH,GDO,0.0018,0.0016,0.004,0.0055,0.0042,0.0056,1e-04,0.0012,0.0013,0.0017,0.0017,0.0017
MLT,CH,GDO,0.0158454545454545,0.0238242424242424,0.0180454545454545,0.0129030303030303,0.0128969696969697,0.0122272727272727,0.0114939393939394,0.011,0.0131969696969697,0.0124666666666667,0.0140939393939394,0.0140939393939394
MEX,CH,GDO,0.1089,0.1058,0.1028,0.1587,0.1618,0.1435,0.1414,0.1363,0.1313,0.0971,0.0971,0.0971
MAR,CH,GDO,0,0,0,0.0021,0.0021,0.0021,0.0021,0.0022,0.0022,0.0023,0.0021,0.0021
NLD,CH,GDO,0.001,0.001,0.0021,0.001,0.001,0.0011,9e-04,7e-04,0.0015,8e-04,0.0016,0.0016
NGA,CH,GDO,0.0002625,0.0002625,0.000125,0.000125,0.000125,0.000125,0.000125,2e-04,0.0005875,0.000725,0.000725,0.000725
POL,CH,GDO,0.1003,0.0869,0.0796,0.0962,0.0589,0.0431,0.0359,0.0417,0.0409,0.0472,0.0444,0.0444
PRT,CH,GDO,0.0021,0.0021,0.0021,0.0021,0.0031,0.0021,0.0021,0.0016,0.0014,0.0017,0.0018,0.0018
ROU,CH,GDO,0.002,0.002,0.001,0.003,0.001,0.002,0.002,0.0027,0.0027,0.0028,0.0026,0.0026
RUS,CH,GDO,0.0427,0.0865,0.0885,0.0692,0.1252,0.1058,0.1425,0.1527,0.127,0.1655,0.1655,0.1655
SAU,CH,GDO,0.00042,0.00042,0.00042,0.00042,0.00084,0.00104,0.00104,0.03664,0.03654,0.0356,0.03538,0.03538
SVK,CH,GDO,0,0,0.001,0,0.001,0,0,0,0,0,0,0
SVN,CH,GDO,0.0041,0.0031,0.0041,0.0031,0.0031,0.0031,0.0041,0.0031,0.0031,0.0028,0.0026,0.0026
ZAF,CH,GDO,0,0,0,0,0,0,0,5e-04,5e-04,6e-04,6e-04,6e-04
ESP,CH,GDO,0.1089,0.0822,0.1037,0.039,0.039,0.0411,0.0421,0.0442,0.0472,0.0411,0.0359,0.0359
SWE,CH,GDO,0.0225,0.0204,0.0185,0.0162,0.0143,0.0119,0.009,0.0082,0.0073,0.0072,0.0074,0.0074
TUN,CH,GDO,0.00042,0.00042,0.00042,0.00042,0.00084,0.00104,0.00104,0.03664,0.03654,0.0356,0.03538,0.03538
TUR,CH,GDO,0,0,0,0,0,0,0,0.0041,0.0031,0.0041,0.0034,0.0034
GBR,CH,GDO,0.1628,0.0946,0.0987,0.0783,0.0814,0.0875,0.0875,0.0909,0.0912,0.0889,0.1103,0.1103
USA,CH,GDO,6.2017,1.2475,1.3177,1.3746,1.4744,1.6077,1.7939,1.6076,0.9758,0.9829,0.9386,0.9386
RAS,CH,NGS,3.69994,3.39076,3.22466,3.43584,3.56568,4.55244,5.12412,4.54778,4.09784,4.12194,4.12212,4.12212
RWO,CH,NGS,1.12744444444444,1.43534444444444,1.46124444444444,1.39223333333333,1.78382222222222,1.80154444444444,1.92136666666667,2.26523333333333,4.05488888888889,4.81287777777778,4.8005,4.8005
REU,CH,NGS,0.664471428571429,0.899971428571429,0.884842857142857,0.721142857142857,0.621585714285714,0.7191,0.8327,0.8065,0.764414285714286,0.673814285714286,0.701028571428571,0.701028571428571
REP,CH,NGS,14.6471222222222,15.3599222222222,16.2095722222222,15.9616666666667,16.9658611111111,18.2718222222222,18.4355333333333,19.0426666666667,19.2705944444444,18.9865888888889,18.53735,18.53735
RAF,CH,NGS,3.83954,9.167285,9.79243,9.9839025,10.9577775,11.4743675,11.2231725,11.802025,12.237975,12.305295,12.30116,12.30116
RLA,CH,NGS,8.98856,9.49536000000001,9.41328,8.07816,7.37248,7.0352,7.36516,7.4015,7.7233,5.9504,5.49158,5.55142
ARG,CH,NGS,0.5537,0.5985,0.6164,0.5943,0.5606,0.5726,0.5585,0.5911,0.5236,0.4618,0.4508,0.3486
OCE,CH,NGS,2.160696,2.074224,2.051204,1.862396,2.155212,2.132036,2.664708,2.518412,2.364596,2.271076,2.248588,2.248588
AUT,CH,NGS,0.3945,0.3968,0.4019,0.3919,0.3958,0.3985,0.4451,0.4565,0.44,0.4676,0.4393,0.4393
BEL,CH,NGS,1.2367,1.1952,1.2202,1.2877,1.2932,1.2975,1.2596,1.4022,1.3652,1.308,1.3043,1.3043
BRA,CH,NGS,2.2894,2.4367,2.2175,2.0368,2.022,2.2223,2.1979,2.1627,2.4223,1.941,1.8198,1.9968
BGR,CH,NGS,0.2045,0.2873,0.236,0.2294,0.2349,0.3197,0.3238,0.3081,0.2659,0.2174,0.2252,0.2252
CAN,CH,NGS,3.6778,4.0348,4.0657,4.4226,4.4157,4.1807,3.8029,3.6214,3.4446,3.4511,3.4078,3.4078
CHA,CH,NGS,34.1912,48.0436,46.0708,56.6828,57.7836,46.9264,42.8564,59.3576,75.9824,102.6516,110.2352,110.2352
HRV,CH,NGS,0.1612,0.1465,0.103,0.1014,0.1008,0.1058,0.1049,0.1209,0.1078,0.1138,0.1209,0.1209
CYP,CH,NGS,0.5511125,0.648378125,0.661315625,0.658696875,0.624509375,0.586090625,0.609025,0.629921875,0.6174125,0.60541875,0.63203125,0.63203125
CZE,CH,NGS,0.1712,0.1671,0.205,0.2127,0.1697,0.1772,0.1636,0.221,0.217,0.2443,0.2808,0.2808
DNK,CH,NGS,0.1149,0.1159,0.1142,0.1131,0.1177,0.1126,0.1001,0.109,0.1024,0.0957,0.0913,0.0913
EGY,CH,NGS,1.33132,1.37098,1.39349,1.36382,1.50837,1.66034,1.64178,1.666,1.70225,1.75956,1.75813,1.75813
EST,CH,NGS,0.0097,0.0061,0.0118,0.0365,0.004,0.0033,0.0043,0.0041,0.0057,0.005,0.0031,0.0031
FIN,CH,NGS,0.0233,0.0287,0.0236,0.0151,0.016,0.0189,0.0244,0.0341,0.0415,0.0413,0.0432,0.0432
FRA,CH,NGS,0.7883,4.1511,4.0854,3.9042,3.4843,3.1318,3.2178,2.7778,3.1212,3.0675,3.1053,3.1053
DEU,CH,NGS,5.3512,4.984,5.2959,5.1578,5.0213,4.8908,5.3223,5.8642,5.1823,4.8625,5.5415,5.5415
GRC,CH,NGS,0.0447,0.0451,0.0426,0.0336,0.0384,0.0415,0.065,0.0424,0.0275,0.0358,0.0358,0.0358
HUN,CH,NGS,0.1562,0.1567,0.1075,0.2403,0.2297,0.2346,0.2464,0.2604,0.257,0.2606,0.2415,0.2415
NSI,CH,NGS,0.3108,0.3264,0.3805,0.3952,0.3594,0.3692,0.4169,0.4154,0.4046,0.372,0.3359,0.3359
IND,CH,NGS,1.7451,3.1325,3.1919,3.2203,3.2416,3.2858,4.4973,5.3283,5.7022,6.2589,5.1897,5.1897
IDN,CH,NGS,2.507,2.4911,2.4754,2.2356,2.181,2.5446,2.442,2.8234,3.2611,3.2262,3.2262,3.2262
IRN,CH,NGS,8.3214,8.4632,7.9683,7.424,8.6044,9.6722,9.5495,9.6697,10.004,10.1159,10.1159,10.1159
IRL,CH,NGS,0.0936,0.103,0.1073,0.0907,0.0947,0.1001,0.1152,0.1169,0.1303,0.1315,0.1338,0.1338
ISR,CH,NGS,1.33132,1.37098,1.39349,1.36382,1.50837,1.66034,1.64178,1.666,1.70225,1.75956,1.75813,1.75813
ITA,CH,NGS,1.578,0.9273,1.1192,1.0532,1.0283,0.9358,0.9566,1.0082,0.9418,0.9315,0.9087,0.9087
JPN,CH,NGS,2.0098,2.0327,2.0188,1.9721,1.9169,1.9046,1.9054,1.9843,2.0306,1.9557,1.8753,1.8753
KOR,CH,NGS,0.137932,0.130708,0.126668,0.126032,0.127704,0.157712,0.168136,0.163804,0.163532,0.163292,0.163296,0.163296
LVA,CH,NGS,0.0137,0.0096,0.0088,0.009,0.0074,0.0077,0.0091,0.0107,0.0113,0.0071,0.0057,0.0057
LTU,CH,NGS,0.1309,0.1385,0.159,0.1227,0.1347,0.1311,0.1142,0.1165,0.1227,0.1332,0.1192,0.1192
LUX,CH,NGS,0.0092,0.0159,0.0167,0.0221,0.0163,0.0156,0.0182,0.0125,0.0083,0.0087,0.0063,0.0063
MLT,CH,NGS,0.5511125,0.648378125,0.661315625,0.658696875,0.624509375,0.586090625,0.609025,0.629921875,0.6174125,0.60541875,0.63203125,0.63203125
MEX,CH,NGS,3.6093,3.6783,3.8153,4.1433,3.7347,3.0746,3.0177,2.9738,3.2478,2.7416,2.7416,2.7416
MAR,CH,NGS,1.33132,1.37098,1.39349,1.36382,1.50837,1.66034,1.64178,1.666,1.70225,1.75956,1.75813,1.75813
