dummy,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
*CGTGDO,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667
*CGTNGS,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102
AGTGDO,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667,1.841666667
AGTNGS,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102,0.708955102
*ICEH2,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012,2.175580012
*FC1,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339
*FC2,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339,1.041961339
*PGNUC,6.4,7.4,7.8,7.2,7.466666667,7.488888889,7.385185185,7.44691358,7.440329218,7.424142661,7.437128487,7.433866789,7.431712645,7.434235974,7.433271803,7.433073474,7.433527083,7.433290787,7.433297115,7.433371661,7.433319854,7.433329543,7.433340353,7.433329917,7.433333271,7.433334514,7.433332567,7.433333451,7.433333511,7.433333176,7.433333379,7.433333355,7.433333303,7.433333346,7.433333335,7.433333328,7.433333336,7.433333333,7.433333333,7.433333334,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333
PGLHYD,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558
PGSHYD,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
PGWND,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
PGSOL,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
*PGOTHREN,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558
PGASHYD,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
PGAWND,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
PGASOL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
PGANUC,6.4,7.4,7.8,7.2,7.466666667,7.488888889,7.385185185,7.44691358,7.440329218,7.424142661,7.437128487,7.433866789,7.431712645,7.434235974,7.433271803,7.433073474,7.433527083,7.433290787,7.433297115,7.433371661,7.433319854,7.433329543,7.433340353,7.433329917,7.433333271,7.433334514,7.433332567,7.433333451,7.433333511,7.433333176,7.433333379,7.433333355,7.433333303,7.433333346,7.433333335,7.433333328,7.433333336,7.433333333,7.433333333,7.433333334,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333,7.433333333
PGAPSS,5.155117462,4.984771221,4.749554675,4.963147786,4.899157894,4.870620118,4.910975266,4.893584426,4.891726603,4.898762098,4.894691043,4.895059915,4.896171019,4.895307325,4.895512753,4.895663699,4.895494592,4.895557015,4.895571769,4.895541125,4.895556636,4.89555651,4.895551424,4.895554857,4.895554264,4.895553515,4.895554212,4.895553997,4.895553908,4.895554039,4.895553981,4.895553976,4.895553999,4.895553985,4.895553987,4.89555399,4.895553987,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988,4.895553988
PGAPSSL,5.902239251,5.699227931,3.82572561,5.142397597,4.889117046,4.619080084,4.883531576,4.797242902,4.766618187,4.815797555,4.793219548,4.79187843,4.800298511,4.795132163,4.795769702,4.797066792,4.795989552,4.796275349,4.796443898,4.796236266,4.796318504,4.796332889,4.796295887,4.79631576,4.796314845,4.796308831,4.796313145,4.796312274,4.796311417,4.796312279,4.79631199,4.796311895,4.796312054,4.79631198,4.796311976,4.796312003,4.796311986,4.796311989,4.796311993,4.796311989,4.79631199,4.796311991,4.79631199,4.79631199,4.796311991,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199,4.79631199
PGACGS,6.580234582,6.324178898,5.8703125,6.258241993,6.15091113,6.093155208,6.16743611,6.137167483,6.132586267,6.145729953,6.138494568,6.138936929,6.141053817,6.139495105,6.139828617,6.140125846,6.139816523,6.139923662,6.139955344,6.139898509,6.139925838,6.139926564,6.139916971,6.139923124,6.13992222,6.139920771,6.139922038,6.139921676,6.139921495,6.139921737,6.139921636,6.139921623,6.139921665,6.139921641,6.139921643,6.13992165,6.139921645,6.139921646,6.139921647,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646,6.139921646
PGACGSL,5.419265812,5.229010114,4.891586567,5.179954164,5.100183615,5.057241449,5.112459743,5.089961602,5.086554265,5.096325203,5.090947024,5.091275497,5.092849241,5.091690587,5.091938442,5.092159424,5.091929484,5.092009117,5.092032675,5.091990425,5.092010739,5.09201128,5.092004148,5.092008722,5.09200805,5.092006973,5.092007915,5.092007646,5.092007512,5.092007691,5.092007616,5.092007606,5.092007638,5.09200762,5.092007621,5.092007627,5.092007623,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624,5.092007624
PGAGGS,3.095542638,2.989459317,2.779622474,2.95487481,2.907985534,2.880827606,2.91456265,2.901125263,2.898838506,2.90484214,2.90160197,2.901760872,2.902734994,2.902032612,2.902176159,2.902314588,2.902174453,2.902221733,2.902236925,2.902211037,2.902223232,2.902223731,2.902219333,2.902222099,2.902221721,2.902221051,2.902221624,2.902221465,2.90222138,2.90222149,2.902221445,2.902221438,2.902221458,2.902221447,2.902221448,2.902221451,2.902221448,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449,2.902221449
PGAWNO,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393
PGADPV,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
PGAOTHREN,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558,0.321666558
