dummy,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
PGWND,14,14,12,13.33333333,13.11111111,12.81481481,13.08641975,13.00411523,12.96844993,13.01966164,12.99740893,12.9951735,13.00408136,12.99888793,12.99938093,13.0007834,12.99968409,12.99994947,13.00013899,12.99992418,13.00000422,13.00002246,12.99998362,13.00000343,13.00000317,12.99999674,13.00000112,13.00000034,12.9999994,13.00000029,13.00000001,12.9999999,13.00000006,12.99999999,12.99999998,13.00000001,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
PGSOL,18.99,14.918904,8.990918901,14.29994097,12.73658796,12.00914927,13.01522607,12.58698777,12.53712104,12.71311162,12.61240681,12.62087982,12.64879942,12.62736202,12.63234708,12.63616951,12.63195954,12.63349204,12.63387369,12.63310842,12.63349139,12.63349117,12.63336366,12.63344874,12.63343452,12.63341564,12.63343297,12.63342771,12.63342544,12.63342871,12.63342728,12.63342714,12.63342771,12.63342738,12.63342741,12.6334275,12.63342743,12.63342745,12.63342746,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745
*PGOTHREN,90,95,105,96.66666667,98.88888889,100.1851852,98.58024691,99.218107,99.32784636,99.04206676,99.19600671,99.18863994,99.1422378,99.17562815,99.1688353,99.16223375,99.16889907,99.16665604,99.16592962,99.16716157,99.16658241,99.16655787,99.16676728,99.16663585,99.16665367,99.1666856,99.16665838,99.16666588,99.16666995,99.16666474,99.16666686,99.16666718,99.16666626,99.16666677,99.16666674,99.16666659,99.1666667,99.16666667,99.16666665,99.16666667,99.16666667,99.16666666,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667,99.16666667
PGASHYD,8.916689514,8.206539604,8.134394201,8.419207773,8.253380526,8.268994167,8.313860822,8.278745171,8.287200053,8.293268682,8.286404636,8.28895779,8.289543703,8.288302043,8.288934512,8.288926753,8.288721103,8.288860789,8.288836215,8.288806035,8.288834346,8.288825532,8.288821971,8.288827283,8.288824929,8.288824728,8.288825647,8.288825101,8.288825159,8.288825302,8.288825187,8.288825216,8.288825235,8.288825213,8.288825221,8.288825223,8.288825219,8.288825221,8.288825221,8.28882522,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221,8.288825221
PGAWND,22,21,20,21,20.66666667,20.55555556,20.74074074,20.65432099,20.65020576,20.68175583,20.66209419,20.66468526,20.66951176,20.66543041,20.66654248,20.66716155,20.66637814,20.66669406,20.66674458,20.66660559,20.66668141,20.6666772,20.66665473,20.66667111,20.66666768,20.66666451,20.66666777,20.66666665,20.66666631,20.66666691,20.66666662,20.66666661,20.66666672,20.66666665,20.66666666,20.66666668,20.66666666,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667,20.66666667
PGASOL,121,113,77,103.6666667,97.88888889,92.85185185,98.13580247,96.29218107,95.75994513,96.72930956,96.26047859,96.24991109,96.41323308,96.30787425,96.32367281,96.34826005,96.32660237,96.33284507,96.3359025,96.33178331,96.33351029,96.33373203,96.33300855,96.33341696,96.33338585,96.33327045,96.33335775,96.33333802,96.33332207,96.33333928,96.33333312,96.33333149,96.33333463,96.33333308,96.33333307,96.33333359,96.33333325,96.3333333,96.33333338,96.33333331,96.33333333,96.33333334,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333,96.33333333
PGANUC,120,115,105,113.3333333,111.1111111,109.8148148,111.4197531,110.781893,110.6721536,110.9579332,110.8039933,110.8113601,110.8577622,110.8243718,110.8311647,110.8377662,110.8311009,110.833344,110.8340704,110.8328384,110.8334176,110.8334421,110.8332327,110.8333641,110.8333463,110.8333144,110.8333416,110.8333341,110.83333,110.8333353,110.8333331,110.8333328,110.8333337,110.8333332,110.8333333,110.8333334,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333,110.8333333
PGAPSS,75.482805,64.666085,53.94,64.69629667,61.10079389,59.91236352,61.90315136,60.97210292,60.92920593,61.2681534,61.05648742,61.08461559,61.1364188,61.09250727,61.10451389,61.11114665,61.1027226,61.10612771,61.10666566,61.10517199,61.10598845,61.10594203,61.10570083,61.1058771,61.10583999,61.10580597,61.10584102,61.10582899,61.10582533,61.10583178,61.1058287,61.1058286,61.1058297,61.105829,61.1058291,61.10582927,61.10582912,61.10582916,61.10582918,61.10582916,61.10582917,61.10582917,61.10582916,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917,61.10582917
PGAPSSL,72.58,67.58,62.58,67.58,65.91333333,65.35777778,66.2837037,65.85160494,65.83102881,65.98877915,65.89047096,65.90342631,65.92755881,65.90715203,65.91271238,65.91580774,65.91189071,65.91347028,65.91372291,65.91302797,65.91340705,65.91338598,65.91327367,65.91335556,65.9133384,65.91332254,65.91333884,65.91333326,65.91333155,65.91333455,65.91333312,65.91333307,65.91333358,65.91333326,65.9133333,65.91333338,65.91333331,65.91333333,65.91333334,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333,65.91333333
PGACGS,69.8,65.85,61.925,65.85833333,64.54444444,64.10925926,64.83734568,64.49701646,64.48120713,64.60518976,64.52780445,64.53806711,64.55702044,64.540964,64.54535052,64.54777832,64.54469761,64.54594215,64.54613936,64.54559304,64.54589152,64.54587464,64.5457864,64.54585085,64.5458373,64.54582485,64.54583767,64.54583327,64.54583193,64.54583429,64.54583316,64.54583313,64.54583353,64.54583327,64.54583331,64.54583337,64.54583332,64.54583333,64.54583334,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333,64.54583333
PGACGSL,77.575,73.575,69.625,73.59166667,72.26388889,71.82685185,72.56080247,72.21718107,72.2016118,72.32653178,72.24844155,72.25886171,72.27794501,72.26174942,72.26618538,72.26862661,72.26552047,72.26677749,72.26697485,72.26642427,72.26672554,72.26670822,72.26661934,72.26668437,72.26667064,72.26665812,72.26667104,72.2666666,72.26666525,72.26666763,72.26666649,72.26666646,72.26666686,72.26666661,72.26666664,72.2666667,72.26666665,72.26666667,72.26666667,72.26666666,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667,72.26666667
PGAGGS,41,38.2,34.28983027,37.82994342,36.7732579,36.2976772,36.96695951,36.6792982,36.6479783,36.76474534,36.69734061,36.70335475,36.72181357,36.70750298,36.71089043,36.71340232,36.71059858,36.71163044,36.71187711,36.71136871,36.71162542,36.71162375,36.71153929,36.71159616,36.7115864,36.71157395,36.7115855,36.71158195,36.71158047,36.71158264,36.71158169,36.7115816,36.71158197,36.71158175,36.71158178,36.71158183,36.71158179,36.7115818,36.71158181,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818,36.7115818
PGAWNO,33,27,26,28.66666667,27.22222222,27.2962963,27.72839506,27.41563786,27.48010974,27.54138089,27.47904283,27.50017782,27.50686718,27.49536261,27.50080253,27.50101077,27.49905864,27.50029065,27.50012002,27.4998231,27.50007792,27.50000702,27.49996935,27.5000181,27.49999815,27.4999952,27.50000382,27.49999906,27.49999936,27.50000074,27.49999972,27.49999994,27.50000013,27.49999993,27.5,27.50000002,27.49999998,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
PGADPV,18.99,14.918904,8.990918901,14.29994097,12.73658796,12.00914927,13.01522607,12.58698777,12.53712104,12.71311162,12.61240681,12.62087982,12.64879942,12.62736202,12.63234708,12.63616951,12.63195954,12.63349204,12.63387369,12.63310842,12.63349139,12.63349117,12.63336366,12.63344874,12.63343452,12.63341564,12.63343297,12.63342771,12.63342544,12.63342871,12.63342728,12.63342714,12.63342771,12.63342738,12.63342741,12.6334275,12.63342743,12.63342745,12.63342746,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745,12.63342745
PGAOTHREN,95,95,92,94,93.66666667,93.22222222,93.62962963,93.50617284,93.4526749,93.52949246,93.4961134,93.49276025,93.50612203,93.49833189,93.49907139,93.50117511,93.49952613,93.49992421,93.50020848,93.49988627,93.50000632,93.50003369,93.49997543,93.50000515,93.50000476,93.49999511,93.50000167,93.50000051,93.4999991,93.50000043,93.50000001,93.49999985,93.5000001,93.49999999,93.49999998,93.50000002,93.49999999,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5
