dummy,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
NGS,0.011520621756595325,0.008241039585958489,0.008024048522026917,0.008596251304436161,0.0016637961391343403,0.00751779504117329,0.010149605044542563,0.010365972922322293,0.011940775299144682,0.010834821823095803,0.00857255957893741,0.01643526706452798,0.008182457200296627,0.012669440975447251,0.017402091863769245,0.0019433078225789024,0.008205360821764773,0.021003963501077392,0.01860147127580635,0.0082905053758278,0.007306794567184295,0.006800688714460004,0.021086298362268156,0.03054294095019211,0.014066786001258795,0.014059255445934785,0.014755991065161487,0.027218512185569678,0.025857586576291194,0.024564707247476635,0.0233364718851028,0.02216964829084766,0.021061165876305275,0.02000810758249001,0.019007702203365506,0.01805731709319723,0.017154451238537368,0.0162967286766105,0.015481892242779974,0.014707797630640975,0.013972407749108925,0.013553235516635656,0.013146638451136587,0.012752239297602488,0.012369672118674412,0.01199858195511418,0.011638624496460755,0.011289465761566931,0.010950781788719922,0.010622258335058324,0.010303590585006574,0.009994482867456377,0.009694648381432684,0.009403808929989703,0.009121694662090011,0.00884804382222731,0.00858260250756049,0.008325124432333676,0.008075370699363664,0.007833109578382754,0.007598116291031271,0.007715612934707013,0.007656864612869142,0.007686238773788078,0.00767155169332861,0.007678895233558344,0.007675223463443477,0.00767705934850091,0.007676141405972194,0.007676600377236552,0.007676370891604374,0.007676485634420463,0.007676428263012418,0.00767645694871644,0.007676442605864429,0.007676449777290435,0.007676446191577433,0.007676447984433934,0.007676447088005684,0.007676447536219809,0.0076764473121127465,0.007676447424166278,0.007676447368139512,0.007676447396152895,0.007676447382146203,0.007676447389149549,0.007676447385647876,0.007676447387398712,0.007676447386523294,0.007676447386961003,0.007676447386742148
OGS,0.011520621756595325,0.008241039585958489,0.008024048522026917,0.008596251304436161,0.0016637961391343403,0.00751779504117329,0.010149605044542563,0.010365972922322293,0.011940775299144682,0.010834821823095803,0.00857255957893741,0.01643526706452798,0.008182457200296627,0.012669440975447251,0.017402091863769245,0.0019433078225789024,0.008205360821764773,0.021003963501077392,0.01860147127580635,0.0082905053758278,0.007306794567184295,0.006800688714460004,0.021086298362268156,0.03054294095019211,0.014066786001258795,0.014059255445934785,0.014755991065161487,0.027218512185569678,0.025857586576291194,0.024564707247476635,0.0233364718851028,0.02216964829084766,0.021061165876305275,0.02000810758249001,0.019007702203365506,0.01805731709319723,0.017154451238537368,0.0162967286766105,0.015481892242779974,0.014707797630640975,0.013972407749108925,0.013553235516635656,0.013146638451136587,0.012752239297602488,0.012369672118674412,0.01199858195511418,0.011638624496460755,0.011289465761566931,0.010950781788719922,0.010622258335058324,0.010303590585006574,0.009994482867456377,0.009694648381432684,0.009403808929989703,0.009121694662090011,0.00884804382222731,0.00858260250756049,0.008325124432333676,0.008075370699363664,0.007833109578382754,0.007598116291031271,0.007715612934707013,0.007656864612869142,0.007686238773788078,0.00767155169332861,0.007678895233558344,0.007675223463443477,0.00767705934850091,0.007676141405972194,0.007676600377236552,0.007676370891604374,0.007676485634420463,0.007676428263012418,0.00767645694871644,0.007676442605864429,0.007676449777290435,0.007676446191577433,0.007676447984433934,0.007676447088005684,0.007676447536219809,0.0076764473121127465,0.007676447424166278,0.007676447368139512,0.007676447396152895,0.007676447382146203,0.007676447389149549,0.007676447385647876,0.007676447387398712,0.007676447386523294,0.007676447386961003,0.007676447386742148
STE,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
ELC,0.18886090949488965,0.2094173798796013,0.16364822805525092,0.22318521717078257,0.2310368405126945,0.2316868935563293,0.25558493194009296,0.28942791621134933,0.28415278476941075,0.27177434979256165,0.2217771322017883,0.22160276427169334,0.2104950180593238,0.18645031562639064,0.21169984237539197,0.16862261304155066,0.23902152164968116,0.2385083298491756,0.244193060194544,0.2824242606576612,0.27225809147704716,0.27664292687111747,0.27202088827766596,0.25609868768332805,0.24084506253623625,0.2242172306133246,0.20520886988368295,0.19411688964391483,0.18926396740281695,0.18453236821774652,0.17991905901230285,0.17937930183526593,0.17884116392976013,0.17830464043797084,0.17776972651665693,0.17723641733710696,0.1728055069036793,0.1684853692310873,0.16427323500031013,0.16016640412530236,0.1561622440221698,0.1530389991417264,0.14997821915889187,0.14697865477571403,0.14403908168019974,0.14115830004659574,0.13833513404566383,0.13556843136475055,0.13285706273745554,0.13019992148270643,0.12759592305305228,0.12504400459199125,0.12254312450015142,0.12009226201014839,0.11769041676994542,0.1153366084345465,0.11302987626585558,0.11076927874053846,0.1085538931657277,0.10638281530241314,0.10425515899636488,0.105318987149389,0.10478707307287694,0.10505303011113297,0.10492005159200496,0.10498654085156897,0.10495329622178697,0.10496991853667798,0.10496160737923246,0.10496576295795522,0.10496368516859383,0.10496472406327453,0.10496420461593418,0.10496446433960435,0.10496433447776926,0.1049643994086868,0.10496436694322803,0.10496438317595741,0.10496437505959272,0.10496437911777506,0.10496437708868389,0.10496437810322948,0.10496437759595668,0.10496437784959309,0.1049643777227749,0.10496437778618399,0.10496437775447945,0.10496437777033171,0.10496437776240558,0.10496437776636865,0.1049643777643871
