dummy,dummy,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
RWO,BMSWAS,20861754.7434,20755822.0111869,20649889.2789737,20543956.5467605,20438023.8145474,20332091.0823343,20226158.3501211,20120225.617908,14210241.644095,14135029.6488155,14059817.6535361,14085608.2962337,14111398.9389312,14137189.5816288,14162980.2243265,14188770.867024,20020377.2232651,20056702.1902645,20093027.157264,20129352.1242634,20165677.0912629,20191931.5307211,20218185.9701795,20244440.4096378,20270694.849096,20296949.2885542,20323203.7280126,20349458.1674708,20375712.6069291,20401967.0463875,20428221.4858457,20488419.0542349,20548616.622624,20608814.1910131,20669011.7594023,20729209.3277914,20789406.8961806,20849604.4645697,20909802.0329589,20969999.6013479,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373,21030197.1697373
CHA,BMSWAS,85498.99485,85064.8443081429,84630.6937662857,84196.5432244286,83762.3926825714,83328.2421407143,82894.0915988571,82459.941057,57765.2288949285,57459.4890767192,57153.74925851,57258.5892694758,57363.4292804416,57468.2692914073,57573.1093023731,57677.9493133389,82050.7263248571,82199.5991404286,82348.471956,82497.3447715714,82646.2175871428,82753.8177488571,82861.4179105714,82969.0180722857,83076.618234,83184.2183957143,83291.8185574286,83399.4187191429,83507.0188808571,83614.6190425714,83722.2192042857,83968.9305501428,84215.641896,84462.3532418571,84709.0645877143,84955.7759335714,85202.4872794286,85449.1986252857,85695.9099711429,85942.621317,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571
EGY,BMSWAS,85498.99485,85064.8443081429,84630.6937662857,84196.5432244286,83762.3926825714,83328.2421407143,82894.0915988571,82459.941057,2.33202870189172,2.33202870189172,2.33202870189172,2.33202870189172,2.33202870189172,2.33202870189172,2.33202870189172,2.33202870189172,82050.7263248571,82199.5991404286,82348.471956,82497.3447715714,82646.2175871428,82753.8177488571,82861.4179105714,82969.0180722857,83076.618234,83184.2183957143,83291.8185574286,83399.4187191429,83507.0188808571,83614.6190425714,83722.2192042857,83968.9305501428,84215.641896,84462.3532418571,84709.0645877143,84955.7759335714,85202.4872794286,85449.1986252857,85695.9099711429,85942.621317,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571
IND,BMSWAS,85498.99485,85064.8443081429,84630.6937662857,84196.5432244286,83762.3926825714,83328.2421407143,82894.0915988571,82459.941057,57765.2288949285,57459.4890767192,57153.74925851,57258.5892694758,57363.4292804416,57468.2692914073,57573.1093023731,57677.9493133389,82050.7263248571,82199.5991404286,82348.471956,82497.3447715714,82646.2175871428,82753.8177488571,82861.4179105714,82969.0180722857,83076.618234,83184.2183957143,83291.8185574286,83399.4187191429,83507.0188808571,83614.6190425714,83722.2192042857,83968.9305501428,84215.641896,84462.3532418571,84709.0645877143,84955.7759335714,85202.4872794286,85449.1986252857,85695.9099711429,85942.621317,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571
MAR,BMSWAS,85498.99485,85064.8443081429,84630.6937662857,84196.5432244286,83762.3926825714,83328.2421407143,82894.0915988571,82459.941057,2.33202870189172,2.33202870189172,2.33202870189172,2.33202870189172,2.33202870189172,2.33202870189172,2.33202870189172,2.33202870189172,82050.7263248571,82199.5991404286,82348.471956,82497.3447715714,82646.2175871428,82753.8177488571,82861.4179105714,82969.0180722857,83076.618234,83184.2183957143,83291.8185574286,83399.4187191429,83507.0188808571,83614.6190425714,83722.2192042857,83968.9305501428,84215.641896,84462.3532418571,84709.0645877143,84955.7759335714,85202.4872794286,85449.1986252857,85695.9099711429,85942.621317,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571
USA,BMSWAS,85498.99485,85064.8443081429,84630.6937662857,84196.5432244286,83762.3926825714,83328.2421407143,82894.0915988571,82459.941057,57765.2288949285,57459.4890767192,57153.74925851,57258.5892694758,57363.4292804416,57468.2692914073,57573.1093023731,57677.9493133389,82050.7263248571,82199.5991404286,82348.471956,82497.3447715714,82646.2175871428,82753.8177488571,82861.4179105714,82969.0180722857,83076.618234,83184.2183957143,83291.8185574286,83399.4187191429,83507.0188808571,83614.6190425714,83722.2192042857,83968.9305501428,84215.641896,84462.3532418571,84709.0645877143,84955.7759335714,85202.4872794286,85449.1986252857,85695.9099711429,85942.621317,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571,86189.3326628571
RWO,DPV,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944,126265.709936944
CHA,DPV,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774
EGY,DPV,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621,456.62100456621
IND,DPV,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774,527.505979560774
