dummy,dummy,dummy,2015,2016,2017,2018
IND,PT,ELC,1.4271,1.3487,1.4992,1.62
IDN,PT,ELC,0,0,0,0.0236
IRN,PT,ELC,0.0472,0.0375,0.041,0.0442
IRL,PT,ELC,0.0035,0.0038,0.0039,0.0043
ISR,PT,ELC,0.0306,0.0297,0.0294714285714286,0.0315428571428571
ITA,PT,ELC,0.8929,0.9204,0.9391,0.9526
JPN,PT,ELC,1.5094,1.5087,1.5087,1.4881
KOR,PT,ELC,0.00113571428571429,0.00137857142857143,0.00277142857142857,0.00369642857142857
LVA,PT,ELC,0.0057,0.0057,0.0057,0.0059
LTU,PT,ELC,9e-04,0.001,0.001,0.0014
LUX,PT,ELC,0.0118,0.0118,0.0121,0.0127
MLT,PT,ELC,0.15556875,0.158528125,0.160634375,0.16116875
MEX,PT,ELC,0.0975,0.098,0.0926,0.0922
MAR,PT,ELC,0.0291,0.0281,0.026,0.0265
NLD,PT,ELC,0.1327,0.1396,0.1346,0.139
NGA,PT,ELC,0.02923,0.03138,0.02902,0.02637
POL,PT,ELC,0.2406,0.2544,0.2636,0.2753
PRT,PT,ELC,0.0258,0.0365,0.0411,0.0412
ROU,PT,ELC,0.0879,0.0851,0.0886,0.0858
RUS,PT,ELC,5.3021,5.3482,4.8261,5.1069
SAU,PT,ELC,0.0306,0.0297,0.0294714285714286,0.0315428571428571
SVK,PT,ELC,0.0496,0.0501,0.0482,0.0485
SVN,PT,ELC,0.0131,0.0143,0.0199,0.02
ZAF,PT,ELC,0.2889,0.3092,0.2844,0.2573
ESP,PT,ELC,0.3173,0.3106,0.3161,0.3156
SWE,PT,ELC,0.2232,0.2291,0.2129,0.2213
TUN,PT,ELC,0.0065,0.0063,0.0064,0.006
TUR,PT,ELC,0.0691,0.0759,0.0846,0.0961
GBR,PT,ELC,0.3885,0.4033,0.4157,0.4286
USA,PT,ELC,0.5871,0.5865,0.6142,0.6052
RAS,PT,GDO,1.7589,1.7952,2.13887142857143,2.20518571428571
RWO,PT,GDO,0.957425,1.1237875,1.206725,1.234225
REU,PT,GDO,0.350746666666667,0.315486666666667,0.345866666666667,0.35306
REP,PT,GDO,0.707995,0.71066869047619,0.777678333333333,0.860282142857143
RAF,PT,GDO,1.41892,1.55222285714286,1.285675,1.33625714285714
RLA,PT,GDO,1.21374,1.22269333333333,1.26767333333333,1.3095
ARG,PT,GDO,0.05362,0.0534633333333333,0.0556033333333333,0.05745
OCE,PT,GDO,1.201525,1.2355,1.29413214285714,1.32515357142857
AUT,PT,GDO,0.0302,0.0303,0.033,0.0316
BEL,PT,GDO,0.0217,0.0217,0.0217,0.0217
BRA,PT,GDO,0.9029,0.8858,0.9521,1.043
BGR,PT,GDO,0.0162,0.0131,0.0135,0.0111
CAN,PT,GDO,2.0757,1.9068,2.1825,2.2293
CHA,PT,GDO,12.9008,12.64,12.3464,12.3388
HRV,PT,GDO,0.0184,0.0184,0.018,0.015
CYP,PT,GDO,0.063015625,0.0608125,0.059828125,0.0580375
CZE,PT,GDO,0.0862,0.079,0.0821,0.082
DNK,PT,GDO,0.0801,0.0818,0.0787,0.0723
EGY,PT,GDO,0.0399,0.0400714285714286,0.0417,0.0428285714285714
EST,PT,GDO,0.0192,0.0152,0.0158,0.0148
FIN,PT,GDO,0.0227,0.0216,0.0216,0.0236
FRA,PT,GDO,0.1597,0.1285,0.1336,0.1171
DEU,PT,GDO,0.319,0.3329,0.2728,0.2358
GRC,PT,GDO,0.0407,0.0407,0.0397,0.0376
HUN,PT,GDO,0.0421,0.041,0.043,0.043
NSI,PT,GDO,0.0223,0.0223,0.0235,0.0233
IND,PT,GDO,2.8192,2.7417,2.7264,2.809
IDN,PT,GDO,0.039975,0.0408,0.0486107142857143,0.0501178571428571
IRN,PT,GDO,0.0399,0.0400714285714286,0.0417,0.0428285714285714
IRL,PT,GDO,0.0358,0.0365,0.0376,0.038
ISR,PT,GDO,0,0,0,0
ITA,PT,GDO,0.0224,0.0153,0.0336,0.0448
JPN,PT,GDO,0.1699,0.1618,0.162,0.1598
KOR,PT,GDO,0.039975,0.0408,0.0486107142857143,0.0501178571428571
LVA,PT,GDO,0.066,0.0558,0.0524,0.0534
LTU,PT,GDO,0.0512,0.0502,0.0541,0.0611
LUX,PT,GDO,0.0029,0.003,0.0028,0.0033
MLT,PT,GDO,0.063015625,0.0608125,0.059828125,0.0580375
MEX,PT,GDO,0.6716,0.6716,0.6716,0.6349
MAR,PT,GDO,0.1987,0.2051,0.2133,0.2195
NLD,PT,GDO,0.0289,0.0289,0.0268,0.0227
NGA,PT,GDO,0.0734,0.0558,0.0549,0.0559
POL,PT,GDO,0.0842,0.0842,0.0863,0.1039
PRT,PT,GDO,0.0103,0.0092,0.0101,0.0098
ROU,PT,GDO,0.1125,0.1095,0.1154,0.0938
RUS,PT,GDO,1.5324,1.5059,1.8997,2.598
SAU,PT,GDO,0.0399,0.0400714285714286,0.0417,0.0428285714285714
SVK,PT,GDO,0,0,0,0
SVN,PT,GDO,0.0122,0.0102,0.0092,0.0083
ZAF,PT,GDO,0.1107,0.0994,0.1214,0.1212
ESP,PT,GDO,0.0883,0.0801,0.0791,0.0811
SWE,PT,GDO,0.0147,0.0142,0.0134,0.0143
TUN,PT,GDO,0.0185,0.0175,0.0176,0.0158
TUR,PT,GDO,0.1376,0.1087,0.1222,0.1288
GBR,PT,GDO,0.6309,0.6247,0.6202,0.6171
USA,PT,GDO,11.7053,11.5446,11.3142,13.7872
RAS,PA,KRS,0.725454545454546,0.642372727272727,0.621681818181818,0.530090909090909
RWO,PA,KRS,0.2267,0.2287,0.168,0.1591
REU,PA,KRS,0.0182466666666667,0.00600666666666667,0.00412,0.00664
REP,PA,KRS,1.79041818181818,1.79697272727273,2.01326363636364,2.11232727272727
RAF,PA,KRS,1.5103,1.4562,1.3178,1.2226
RLA,PA,KRS,0.6302,0.5696,0.5724,0.4747
ARG,PA,KRS,0.0155,0.0144,0.0126,0.0114
OCE,PA,KRS,0.0587,0.053,0.0527,0.0553
AUT,PA,KRS,9e-04,6e-04,0.001,9e-04
BEL,PA,KRS,0.0606,0.0616,0.0556,0.0541
BRA,PA,KRS,0.0062,0.0062,0.005,0.0048
BGR,PA,KRS,0,0,0,0
CAN,PA,KRS,0.4592,0.4582,0.4299,0.385
CHA,PA,KRS,2.16666666666667,2.12626666666667,2.09586666666667,5.27106666666667
HRV,PA,KRS,0.0031,0.0042,0.0027,0.003
CYP,PA,KRS,0.0146,0.0146,0.015,0.0115
CZE,PA,KRS,0.0031,0.002,0.002,0.002
DNK,PA,KRS,8e-04,1e-04,1e-04,0.0044
EGY,PA,KRS,0.0065,0.0054,0.0042,0.0045
EST,PA,KRS,0,0,0,0
FIN,PA,KRS,0,0,0,0
FRA,PA,KRS,0.1571,0.1715,0.1808,0.1685
DEU,PA,KRS,0.0092,0.0204,0.0133,0.0215
GRC,PA,KRS,0.0041,0.0031,0.0038,0.0027
HUN,PA,KRS,0,0,0,0
NSI,PA,KRS,0.0289,0.0278,0.0146,0.0147
IND,PA,KRS,7.1407,5.6458,4.0224,3.619
IDN,PA,KRS,0.6538,0.5095,0.5216,0.5096
IRN,PA,KRS,2.9333,2.8967,3.5811,3.3979
IRL,PA,KRS,0.8607,0.9058,0.8587,0.9343
ISR,PA,KRS,0.2657,0.2626,0.2624,0.2532
ITA,PA,KRS,0.1448,0.2311,0.2105,0.1869
JPN,PA,KRS,13.2501,13.4919,13.7998,12.0657
KOR,PA,KRS,0.0294886363636364,0.0247181818181818,0.0245454545454545,0.0224227272727273
LVA,PA,KRS,0,0,1e-04,1e-04
LTU,PA,KRS,0,0,0,0
LUX,PA,KRS,9e-04,5e-04,5e-04,5e-04
MLT,PA,KRS,0,0,7e-04,7e-04
MEX,PA,KRS,0.0586,0.0439,0,0
MAR,PA,KRS,0,0,0,0
NLD,PA,KRS,0.0803,0.0546,0.0603,0.0549
NGA,PA,KRS,2.2648,0.7814,0.8184,0.7322
POL,PA,KRS,0,0,8e-04,2e-04
PRT,PA,KRS,0.001,0.001,7e-04,5e-04
ROU,PA,KRS,0.0031,0.0021,0.0011,0.0019
RUS,PA,KRS,0,0,0,0
SAU,PA,KRS,0.4592,0.4697,0.5296,0.5551
SVK,PA,KRS,0.001,0,0,0
SVN,PA,KRS,0,0,1e-04,1e-04
ZAF,PA,KRS,0.4927,0.5175,0.5742,0.5863
ESP,PA,KRS,0,0,0,0
SWE,PA,KRS,0,0,0,0
TUN,PA,KRS,0.0526,0.0506,0.051,0.0311
TUR,PA,KRS,0.0453,0.0158,0.0157,0.0084
GBR,PA,KRS,3.2772,3.5421,3.3838,3.5279
USA,PA,KRS,0.2019,0.3975,0.2533,0.1933
RAS,GU,GSL,39.7907,43.7465,46.6671,47.8647
RWO,GU,GSL,8.6457,9.416,8.8839,9.204
REU,GU,GSL,4.747,4.5593,4.3518,4.1825
REP,GU,GSL,44.6213,44.4233,45.9239,45.5537
RAF,GU,GSL,16.1867,17.1805,17.5552,18.4588
RLA,GU,GSL,23.1912,24.9148,25.7442,26.4275
ARG,GU,GSL,5.6378,5.7075,6.1356,6.3866
OCE,GU,GSL,16.4515,16.4486,16.6439,16.4082
AUT,GU,GSL,1.54,1.5219,1.505,1.5633
BEL,GU,GSL,1.3535,1.4617,1.4617,1.6337
BRA,GU,GSL,23.2565,24.181,24.8165,21.5575
BGR,GU,GSL,0.5202,0.4929,0.505,0.4775
CAN,GU,GSL,33.6825,34.8317,34.9804,36.1639
CHA,GU,GSL,123.1468,128.6472,132.8626,146.7398
HRV,GU,GSL,0.5581,0.5613,0.5387,0.523
CYP,GU,GSL,0.365,0.3746,0.3713,0.3614
CZE,GU,GSL,1.5705,1.6174,1.6003,1.6014
DNK,GU,GSL,1.4106,1.3986,1.3335,1.3371
EGY,GU,GSL,7.3477,7.7789,7.6334,7.6117
EST,GU,GSL,0.2428,0.2596,0.2722,0.2734
FIN,GU,GSL,1.3994,1.3911,1.3351,1.3134
FRA,GU,GSL,6.7573,6.9128,7.1451,7.371
DEU,GU,GSL,17.2263,17.2303,17.4666,19.5176
GRC,GU,GSL,2.5863,2.5485,2.4709,2.414
HUN,GU,GSL,1.2832,1.3063,1.3378,1.3967
NSI,GU,GSL,3.5808,3.4504,3.3453,3.2682
IND,GU,GSL,23.3763,25.4286,28.0062,30.2639
IDN,GU,GSL,24.8754,25.7463,26.469,27.2125
IRN,GU,GSL,19.8753,20.9986,22.6135,23.151
IRL,GU,GSL,1.0203,1.0032,0.9043,0.8242
ISR,GU,GSL,3.0056,3.1405,3.212,3.2247
ITA,GU,GSL,8.2088,7.802,7.5724,7.7829
JPN,GU,GSL,41.1184,40.556,39.9411,39.0047
KOR,GU,GSL,9.56,9.8572,9.9414,9.952
LVA,GU,GSL,0.2121,0.2069,0.1989,0.1909
LTU,GU,GSL,0.1999,0.2156,0.213,0.2333
LUX,GU,GSL,0.2927,0.2845,0.3006,0.3283
MLT,GU,GSL,0.0781,0.0781,0.0793,0.0798
MEX,GU,GSL,35.4438,36.7759,35.6342,34.9215
MAR,GU,GSL,0.6709,0.7415,0.7553,0.7664
NLD,GU,GSL,3.7829,3.9061,3.967,4.0987
NGA,GU,GSL,12.5404,13.7345,13.7203,14.4452
POL,GU,GSL,3.6573,3.8637,4.2251,4.392
PRT,GU,GSL,1.0993,1.0824,1.08,1.0694
ROU,GU,GSL,1.3094,1.3759,1.3845,1.3825
RUS,GU,GSL,37.122,36.3338,35.2023,36.5803
SAU,GU,GSL,25.5869,25.5109,26.0914,24.3968
SVK,GU,GSL,0.5779,0.6104,0.6092,0.5708
SVN,GU,GSL,0.4367,0.4336,0.4231,0.4259
ZAF,GU,GSL,8.7926,8.7884,9.1309,9.0103
ESP,GU,GSL,4.5741,4.7826,4.8905,5.1021
SWE,GU,GSL,2.5892,2.4852,2.3759,2.2133
TUN,GU,GSL,0.6141,0.5932,0.6579,0.7041
TUR,GU,GSL,2.1618,2.307,2.3797,2.3297
GBR,GU,GSL,12.697,12.5593,12.3937,12.1736
USA,GU,GSL,369.2388,375.3186,372.1411,373.2278
RAS,GU,NGS,5.3831,5.2692,5.0032,4.725
RWO,GU,NGS,1.0088,0.9456,0.9085,3.2599
REU,GU,NGS,0.0493,0.0587,0.0583,0.0574
REP,GU,NGS,0.0248,0.0249,0.0186,0.0163
RAF,GU,NGS,9e-04,0.0025,0.0015,0.0018
RLA,GU,NGS,1.8967,1.8111,1.7787,1.8178
ARG,GU,NGS,2.4687,2.3461,2.1183,1.9925
OCE,GU,NGS,0.0988,0.1037,0.0916,0.0854
AUT,GU,NGS,0.0174,0.0173,0.0171,0.0166
BEL,GU,NGS,0.0035,0.0059,0.009,0.0151
BRA,GU,NGS,1.5528,1.5932,1.7345,1.9463
BGR,GU,NGS,0.0779,0.0741,0.075,0.0784
CAN,GU,NGS,0.0846,0.0868,0.0995,0.097
CHA,GU,NGS,16.8485,17.9071,19.9761,20.3111
HRV,GU,NGS,0.0033,0.0037,0.0042,0.0042
CYP,GU,NGS,0,0,0,0
CZE,GU,NGS,0.0359,0.0491,0.0558,0.0608
DNK,GU,NGS,0.0377,0.0355,0.0426,0.0095
EGY,GU,NGS,0.318,0.2823,0.2927,0.3481
EST,GU,NGS,0.0028,0.0041,0.0047,0.0071
FIN,GU,NGS,0.0035,0.0055,0.007,0.0092
FRA,GU,NGS,0.0992,0.1039,0.1127,0.1327
DEU,GU,NGS,0.1764,0.1625,0.143,0.1206
GRC,GU,NGS,0.0151,0.019,0.0128,0.0152
HUN,GU,NGS,0.0042,0.0081,0.0088,0.0096
NSI,GU,NGS,0.1434,0.1325,0.1376,0.1186
IND,GU,NGS,1.9588,2.1557,2.406,2.7934
IDN,GU,NGS,0.0339,0.0339,0.0127,0.0322
IRN,GU,NGS,6.2773,6.4715,6.5008,6.7256
IRL,GU,NGS,0,0,0,0
ISR,GU,NGS,0,0,0,0
ITA,GU,NGS,0.9009,0.8936,0.8471,0.858
JPN,GU,NGS,0.0708,0.0601,0.051,0.0416
KOR,GU,NGS,1.164,1.201,1.1858,1.2153
LVA,GU,NGS,0,0,0,1e-04
LTU,GU,NGS,0.0077,0.0078,0.0078,0.0077
LUX,GU,NGS,0,0,0,0
MLT,GU,NGS,0,0,0,0
MEX,GU,NGS,0.0172,0.0242,0.0498,0.0621
MAR,GU,NGS,0,0,0,0
NLD,GU,NGS,0.0545,0.0602,0.0635,0.063
NGA,GU,NGS,0,0,0,0
POL,GU,NGS,0.016,0.0146,0.0111,0.0128
PRT,GU,NGS,0.0141,0.0139,0.0147,0.016
ROU,GU,NGS,0,0,0,0
RUS,GU,NGS,0.0802,0.1598,0.2539,1.622
SAU,GU,NGS,0,0,0,0
SVK,GU,NGS,0.0076,0.0071,0.0071,0.0062
SVN,GU,NGS,0.0021,0.0028,0.0033,0.0033
ZAF,GU,NGS,2e-04,2e-04,2e-04,2e-04
ESP,GU,NGS,0.079,0.0978,0.1147,0.1503
SWE,GU,NGS,0.0344,0.0365,0.0184,0.0114
TUN,GU,NGS,0,0,0,0
TUR,GU,NGS,0.0711,0.0668,0.0699,0.0762
GBR,GU,NGS,0,0,0,0.0088
USA,GU,NGS,0.921,0.9818,1.1387,1.1509
RAS,GU,BGDO,1.35052,2.60626,2.38958,3.2219
RWO,GU,BGDO,0.0078,0.0078,0.0078,0.0051
REU,GU,BGDO,0.0991461538461539,0.202007692307692,0.251223076923077,0.276130769230769
REP,GU,BGDO,0.142996551724138,0.145365517241379,0.157055172413793,0.181136206896552
RAF,GU,BGDO,0,0,0,0
RLA,GU,BGDO,4.13671724137931,4.2347724137931,4.45642413793103,5.11126896551724
ARG,GU,BGDO,0.8649,0.9221,1.0445,0.979
OCE,GU,BGDO,0.245968,0.357844,0.281252,0.39408
AUT,GU,BGDO,0.6059,0.4965,0.4339,0.4473
BEL,GU,BGDO,0.2216,0.399,0.3844,0.3665
BRA,GU,BGDO,2.5083,2.4786,2.7541,3.4649
BGR,GU,BGDO,0.114,0.1302,0.1396,0.135
CAN,GU,BGDO,0.429,0.4527,0.5599,0.5845
CHA,GU,BGDO,1.417,1.4134,1.0674,1.299
HRV,GU,BGDO,0.0243,9e-04,3e-04,0.0266
CYP,GU,BGDO,0.0097,0.0089,0.0099,0.009
CZE,GU,BGDO,0.2333,0.2457,0.2483,0.2421
DNK,GU,BGDO,0.1706,0.1735,0.1718,0.171
EGY,GU,BGDO,0,0,0,0
EST,GU,BGDO,0,0,0.0015,0.0122
FIN,GU,BGDO,0.4303,0.1089,0.3101,0.2815
FRA,GU,BGDO,2.5652,2.5532,2.6618,2.6345
DEU,GU,BGDO,1.9075,1.9104,1.9539,1.9545
GRC,GU,BGDO,0.1606,0.1678,0.1688,0.1649
HUN,GU,BGDO,0.1326,0.1433,0.1191,0.1424
NSI,GU,BGDO,0.1788,0.3551,0.5853,0.4849
IND,GU,BGDO,0.0378,0.0563,0.0649,0.0782
IDN,GU,BGDO,0.5195,2.0489,1.7767,2.6758
IRN,GU,BGDO,0,0,0,0
IRL,GU,BGDO,0.0983,0.0858,0.1311,0.127
ISR,GU,BGDO,0,0,0,0
ITA,GU,BGDO,1.1418,1.0083,1.0287,1.2171
JPN,GU,BGDO,0.0132,0.0114,0.0116,0.011
KOR,GU,BGDO,0.041556,0.103448,0.092584,0.13106
LVA,GU,BGDO,0.0133,9e-04,9e-04,0.0276
LTU,GU,BGDO,0.0566,0.0486,0.0616,0.068
LUX,GU,BGDO,0.0733,0.0776,0.1028,0.1087
MLT,GU,BGDO,0.0067,0.0066,0.0074,0.0101
MEX,GU,BGDO,0,0,0,0
MAR,GU,BGDO,0,0,0,0
NLD,GU,BGDO,0.167,0.1273,0.1909,0.353
NGA,GU,BGDO,0,0,0,0
POL,GU,BGDO,0.4999,0.2897,0.4287,0.7396
PRT,GU,BGDO,0.3137,0.2439,0.2475,0.2644
ROU,GU,BGDO,0.141,0.1759,0.2062,0.2066
RUS,GU,BGDO,0.0013,0.0013,0.0013,0.00085
SAU,GU,BGDO,0,0,0,0
SVK,GU,BGDO,0.121,0.1292,0.1299,0.1324
SVN,GU,BGDO,0.0229,0.0141,0.0208,0.066
ZAF,GU,BGDO,0,0,0,0
ESP,GU,BGDO,0.8061,0.9992,1.1709,1.5543
SWE,GU,BGDO,0.7576,1.0164,1.3066,1.4043
TUN,GU,BGDO,0,0,0,0
TUR,GU,BGDO,0.0651,0.0604,0.0632,0.1028
GBR,GU,BGDO,0.5294,0.5596,0.5507,0.9007
USA,GU,BGDO,5.1853,6.9994,6.3807,5.6621
RAS,GU,ELC,0,0,0,0
RWO,GU,ELC,0.0326333333333333,0.0315666666666667,0.0288666666666667,0.0297666666666667
REU,GU,ELC,0.0307,0.0326666666666667,0.0366666666666667,0.0432
REP,GU,ELC,0.00804266666666667,0.00727333333333333,0.00704133333333333,0.00775333333333333
RAF,GU,ELC,0.0225,0.0396,0.036,0.036
RLA,GU,ELC,0.110976,0.08364,0.087108,0.11832
ARG,GU,ELC,0.002176,0.00164,0.001708,0.00232
OCE,GU,ELC,6e-04,8e-04,0.0012,0.0019
AUT,GU,ELC,0.0012,0.0012,0.0012,0.0013
BEL,GU,ELC,0.0011,0.0024,0.0039,0.0059
BRA,GU,ELC,0.002176,0.00164,0.001708,0.00232
BGR,GU,ELC,0.0046,0.0047,0.0045,0.0031
CAN,GU,ELC,0.1229,0.1252,0.105,0.1054
CHA,GU,ELC,12.9788,15.366,17.6492,20.408
HRV,GU,ELC,0,0,0,1e-04
CYP,GU,ELC,0.0026969696969697,0.00296363636363636,0.0037,0.00476969696969697
CZE,GU,ELC,0.0057,0.0059,0.0058,0.0058
DNK,GU,ELC,0,0.0026,0.0028,0.0031
EGY,GU,ELC,0,0,0,0
EST,GU,ELC,0.0015,0.0015,0.0014,0.0015
FIN,GU,ELC,4e-04,9e-04,0.0019,0.004
FRA,GU,ELC,0.0095,0.0126,0.0165,0.0208
DEU,GU,ELC,0.0068,0.0093,0.0135,0.0195
GRC,GU,ELC,0.0022,0.002,0.0021,0.002
HUN,GU,ELC,0.0016,0.0021,0.0021,0.0025
NSI,GU,ELC,0.014,0.0237,0.0366,0.0559
IND,GU,ELC,0.0548466436950147,0.0651246114369501,0.0744618225806452,0.0864293670576735
IDN,GU,ELC,0,0,0,0
IRN,GU,ELC,0,0,0,0
IRL,GU,ELC,2e-04,4e-04,6e-04,0.0011
ISR,GU,ELC,0,0,0,0
ITA,GU,ELC,0.0061,0.0059,0.0071,0.0085
JPN,GU,ELC,0,0,0,0
KOR,GU,ELC,0,0,0,0
LVA,GU,ELC,0.0022,0.0023,0.0024,0.0024
LTU,GU,ELC,0.003,0.0031,0.0031,0.0032
LUX,GU,ELC,1e-04,1e-04,2e-04,3e-04
MLT,GU,ELC,0,0,0,1e-04
MEX,GU,ELC,0,0,0,0
MAR,GU,ELC,0,0,0,0
NLD,GU,ELC,0.0241,0.0183,0.0241,0.0332
NGA,GU,ELC,5e-04,0.00088,8e-04,8e-04
POL,GU,ELC,0.0019,0.0022,0.0023,0.0024
PRT,GU,ELC,1e-04,1e-04,2e-04,5e-04
ROU,GU,ELC,0.0036,0.0032,0.0033,0.0034
RUS,GU,ELC,0.00586666666666667,0.00563333333333333,0.00533333333333333,0.00543333333333333
SAU,GU,ELC,0,0,0,0
SVK,GU,ELC,0.0022,0.0022,0.0022,0.0021
SVN,GU,ELC,0,0,1e-04,1e-04
ZAF,GU,ELC,0.0025,0.0044,0.004,0.004
ESP,GU,ELC,0.0026,0.0034,0.005,0.0098
SWE,GU,ELC,0,0,0,0
TUN,GU,ELC,0,0,0,0
TUR,GU,ELC,0,0,0,0
GBR,GU,ELC,0.0083,0.0114,0.0158,0.0207
USA,GU,ELC,0.1759,0.3255,0.3395,0.4512
RAS,GU,GDO,42.2027020833333,45.3290604166667,48.2762104166667,48.14003125
RWO,GU,GDO,2.8626,2.9715,3.1577,3.8454
REU,GU,GDO,8.369,9.1226,9.5798,9.9284
REP,GU,GDO,27.1021,27.3753,27.2228,27.7903
RAF,GU,GDO,18.9738,19.4597,19.2838,20.1454
RLA,GU,GDO,25.9559377358491,27.1253226415094,27.8331566037736,28.4193509433962
ARG,GU,GDO,6.1853,6.0863,6.2174,6.5184
OCE,GU,GDO,13.4749,13.9939,14.6605,15.8621
AUT,GU,GDO,5.618,5.8877,6.0571,6.1187
BEL,GU,GDO,6.9222,6.7241,6.5344,6.4007
BRA,GU,GDO,35.4268,34.2622,34.0311,33.5679
BGR,GU,GDO,1.7984,1.8357,1.8623,2.0018
CAN,GU,GDO,15.4619,14.2542,15.6817,15.9585
CHA,GU,GDO,107.6699,104.6094,103.9578,111.3337
HRV,GU,GDO,1.2495,1.3106,1.4815,1.4195
CYP,GU,GDO,0.2472,0.2747,0.2987,0.3113
CZE,GU,GDO,3.8914,4.0733,4.2469,4.3081
DNK,GU,GDO,2.2787,2.3489,2.3968,2.4869
EGY,GU,GDO,9.7432,10.1792,9.8584,9.1557
EST,GU,GDO,0.4779,0.485,0.4951,0.5002
FIN,GU,GDO,2.0012,2.407,2.2472,2.3192
FRA,GU,GDO,32.6335,32.6461,32.5538,31.3356
DEU,GU,GDO,32.3058,33.676,34.2836,33.0152
GRC,GU,GDO,1.9892,2.1265,2.117,2.1899
HUN,GU,GDO,2.5109,2.5442,2.7491,2.9459
NSI,GU,GDO,5.27,5.2773,5.0261,5.1913
IND,GU,GDO,52.7535,53.977,57.4138,58.8592
IDN,GU,GDO,14.5047,12.46,13.5441,17.0916
IRN,GU,GDO,15.8222,15.7571,16.2167,17.0314
IRL,GU,GDO,2.6197,2.8289,2.8415,2.9618
ISR,GU,GDO,2.6145,2.6496,2.7337,2.7445
ITA,GU,GDO,21.5259,21.6185,20.4735,21.2764
JPN,GU,GDO,22.0116,21.8101,21.8227,21.9322
KOR,GU,GDO,16.978,17.5203,18.3303,17.9487
LVA,GU,GDO,0.6678,0.6921,0.754,0.7636
LTU,GU,GDO,1.251,1.3687,1.4533,1.5546
LUX,GU,GDO,1.5661,1.5171,1.5362,1.6331
MLT,GU,GDO,0.1017,0.1017,0.1063,0.1277
MEX,GU,GDO,12.8154,13.0688,12.8317,12.267
MAR,GU,GDO,3.7414,3.8619,4.0167,4.1338
NLD,GU,GDO,5.5451,5.5091,5.6103,5.6313
NGA,GU,GDO,2.4686,3.4025,3.3991,2.8026
POL,GU,GDO,9.7302,11.5665,13.8076,14.1515
PRT,GU,GDO,3.8175,3.9941,4.094,4.1299
ROU,GU,GDO,3.52,3.8109,4.1296,4.3118
RUS,GU,GDO,13.4748,12.7381,14.8056,14.9663
SAU,GU,GDO,22.529,22.4514,20.7473,20.205
SVK,GU,GDO,1.2667,1.4457,1.7789,1.8045
SVN,GU,GDO,1.2637,1.3868,1.4382,1.428
ZAF,GU,GDO,8.4071,7.5563,8.3457,8.3338
ESP,GU,GDO,20.9433,21.4045,21.7229,21.7578
SWE,GU,GDO,3.3311,3.1483,3.1783,3.0349
TUN,GU,GDO,1.4933,1.52,1.6374,1.6292
TUR,GU,GDO,16.6724,18.663,20.0101,19.9744
GBR,GU,GDO,24.07,25.0804,25.3469,25.0786
USA,GU,GDO,120.0467,116.2412,120.2738,125.4024
RAS,GT,ELC,0.0511071428571429,0.0620357142857143,0.124714285714286,0.142739285714286
RWO,GT,ELC,0.3493,0.3127,0.3809,0.418
REU,GT,ELC,0.66824,0.667233333333333,0.674446666666667,0.682706666666667
REP,GT,ELC,0.928090909090909,0.9241,0.885961038961039,0.943231168831168
RAF,GT,ELC,1.2644,1.3489,1.25501428571429,1.15582857142857
RLA,GT,ELC,0.304888571428572,0.306794285714286,0.30786,0.302671428571429
ARG,GT,ELC,0.0487,0.047,0.0568,0.0468
OCE,GT,ELC,0.501907142857143,0.533535714285714,0.518414285714286,0.524589285714286
AUT,GT,ELC,0.2519,0.2565,0.2603,0.26
BEL,GT,ELC,0.1337,0.1341,0.137,0.1379
BRA,GT,ELC,0.1767,0.1726,0.1767,0.1693
BGR,GT,ELC,0.0233,0.0236,0.0262,0.0233
CAN,GT,ELC,0,0,0,0
CHA,GT,ELC,21.3892,23.9472,27.1476,30.7948
HRV,GT,ELC,0.0184,0.0187,0.0197,0.0204
CYP,GT,ELC,0.15556875,0.158528125,0.160634375,0.16116875
CZE,GT,ELC,0.1293,0.1321,0.1367,0.1409
DNK,GT,ELC,0.0341,0.0359,0.035,0.0347
EGY,GT,ELC,0.0476,0.0488,0.041,0.0432
EST,GT,ELC,0.0026,0.0027,0.0026,0.0022
FIN,GT,ELC,0.0603,0.06,0.0648,0.0685
FRA,GT,ELC,0.85,0.8312,0.8257,0.7816
DEU,GT,ELC,0.9519,1.0002,1.0148,1.02
GRC,GT,ELC,0.0312,0.014,0.0141,0.0154
HUN,GT,ELC,0.098,0.0982,0.1009,0.1003
NSI,GT,ELC,0.3241,0.3293,0.3205,0.3161
IND,GT,ELC,1.4271,1.3487,1.4992,1.62
IDN,GT,ELC,0,0,0,0.0236
IRN,GT,ELC,0.0472,0.0375,0.041,0.0442
IRL,GT,ELC,0.0035,0.0038,0.0039,0.0043
ISR,GT,ELC,0.0306,0.0297,0.0294714285714286,0.0315428571428571
ITA,GT,ELC,0.8929,0.9204,0.9391,0.9526
JPN,GT,ELC,1.5094,1.5087,1.5087,1.4881
KOR,GT,ELC,0.00113571428571429,0.00137857142857143,0.00277142857142857,0.00369642857142857
LVA,GT,ELC,0.0057,0.0057,0.0057,0.0059
LTU,GT,ELC,9e-04,0.001,0.001,0.0014
LUX,GT,ELC,0.0118,0.0118,0.0121,0.0127
MLT,GT,ELC,0.15556875,0.158528125,0.160634375,0.16116875
MEX,GT,ELC,0.0975,0.098,0.0926,0.0922
MAR,GT,ELC,0.0291,0.0281,0.026,0.0265
