"allCy","DSBS","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"AUT","HOU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03212636366377222,0.03391067384812623,0.035529406091396,0.03759819376677651,0.03969873441980459,0.04149920392646358,0.04511191469831366,0.04792121082415723,0.05038790208006939,0.05288885937052379,0.055105677998794,0.05695812274569944,0.05846884678416238,0.05942318433604574,0.06173209895080913,0.06270475144673056,0.062689577194249,0.06467142399185835,0.06954020329136164,0.06975517078201207,0.07196660666967793,0.07429492692043502,0.07630117001824072,0.07506786138390903,0.07664445832088367,0.076859475182891,0.07804488676468266,0.07726352620755525,0.07730890495274992,0.0788216032744532,0.07646416547288283,0.07667481747959766,0.07653829759137872,0.07667042213976874,0.07666996780835682,0.07688567420741504,0.07555429509445942,0.07595769049043857,0.07783447578226643,0.07759280402500442,0.07487678013355407,0.07437031189085877,0.07377061913858757,0.07484546105386707,0.07389948526947258,0.07295892819043295,0.07295386100693795,0.07179219838707306,0.07068358430483945,0.06945231707906527,0.06747992454832931,0.06613616195148338,0.06470125552742768,0.06205459577835451,0.06024457897942191,0.05840797304960318,0.05613342478220357,0.05342459797059171,0.05012948788070808,0.0479445556662998,0.04581401312052433,0.04328474686368044,0.04095367153094856,0.03810651175257707,0.03494209349783441,0.03170914448763789,0.02873216783501912,0.02502051142510858,0.02128177248225896,0.01742109660109073,0.01340749003495126
"AUT","SE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02028753411864293,0.02113254582363993,0.02192470339511845,0.02266281709143166,0.02393308998041795,0.02545826536503884,0.02604763472337367,0.02771501838636653,0.02874429038650717,0.02982001722820019,0.03022345772698027,0.03062585222351776,0.03238280329379976,0.03430665215501372,0.03572124202086429,0.0368668999017386,0.03689777665662054,0.03736669350054225,0.03666167636066435,0.03829492379644822,0.03922557217209007,0.04021152388329288,0.03948341980658961,0.04116901368254217,0.04033013034860893,0.04054648719615624,0.03977999952686361,0.04019142449943169,0.04170071802571257,0.04317006272829017,0.04290264592005882,0.0440257103452332,0.04309286606940625,0.04324186957447474,0.0442137199996645,0.04290342177505246,0.04320847504866895,0.04173713078949826,0.04028358163326075,0.03886148989765708,0.03934502329031066,0.0395179051509368,0.03946056815881809,0.03824389234436028,0.03743581668773969,0.03724666176799696,0.03519581990646865,0.03453142166851943,0.03255252255819142,0.03117687182928658,0.02955617103455025,0.02925007345305152,0.02713180890906782,0.02578412256251429,0.02399241516680432,0.02186891628409238,0.02066408764454973,0.01879955966951303,0.01654368868758999,0.01476212053366794,0.0127481811026967,0.01049249488047712,0.008264909215333934,0.005904550816843419,0.003491721708746169,0.0009638342917984063,0.0007876130120967254,0.0005866378885092907,0.0003891642344918657,0.0002005051330280658,0.0
"BEL","HOU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02434974388801783,0.02546950321771186,0.02682827495881202,0.02822985502829574,0.0295603769452869,0.03092425824755693,0.03308228700286141,0.03648824909360789,0.04112006845367063,0.04891996846673971,0.05150889393694356,0.05512345407746315,0.05523306451852693,0.05798948484438488,0.05838107746408159,0.06086828449363003,0.06415952736864199,0.06507327812404264,0.06815960562413044,0.06817566981117135,0.06908794240289082,0.06982142587565006,0.07116850401425524,0.07254114198979726,0.07570760506039938,0.07416019600763336,0.07521525343505545,0.08005449946442265,0.08060002275875029,0.08165259682519624,0.08196075141203983,0.08001646919697425,0.07985568552227938,0.07969105861921573,0.08140704806990487,0.08227469406181828,0.08133410688676654,0.07964970117903745,0.08239075984034619,0.08227017729485946,0.0848815760359501,0.08265280804537056,0.07929489484025158,0.07981457080875623,0.07630076830016219,0.0740828433247124,0.07228690031912141,0.06997673316947195,0.06672368342845884,0.06452847450860408,0.06388264159284046,0.06099995749851433,0.06089024095972143,0.05931862295647514,0.05887062492500984,0.0565323087660337,0.05365384039669732,0.05082593452305008,0.04778961260621648,0.04554080723372259,0.0424219386592285,0.03950688155616264,0.03674143448312736,0.03406615501670102,0.0317782677962782,0.0284568274589954,0.02473276897343169,0.02159029193351609,0.01849762951091591,0.01497568661700536,0.01191520028256236
"BEL","SE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03547011143566337,0.03695458142734961,0.04093283101357833,0.04227312844352978,0.04517256262961851,0.04712760809907018,0.04931331812102339,0.05217233112317277,0.0557278444584707,0.05599380588798691,0.05808972790214425,0.06151200282315827,0.06414829819865116,0.06485082332867313,0.06886358868239627,0.07027673064314115,0.07454359674638619,0.07690367475490388,0.07730140665969,0.07814037108891686,0.08194033850307879,0.08250198743318958,0.08037510469627202,0.08170780069870251,0.08335909294936439,0.08247281727381343,0.08094212987840989,0.08260838987055538,0.08545633056635685,0.0842871354339879,0.08569514949589897,0.08418189637312751,0.0850908531648859,0.08505475687781225,0.08559487785607732,0.0847494396085046,0.08451823040824612,0.0823458946597297,0.08253431075541473,0.08216613274135945,0.08073774296004273,0.08112387089617766,0.08006563728273583,0.07866943335792752,0.07438239472563961,0.07139883365784276,0.06960548476015611,0.06717252146945411,0.06457003985422513,0.06222533053541631,0.06001569091674403,0.05708724796929884,0.05256441131881448,0.04976726738252083,0.04681657297151622,0.04366637967339516,0.0403545060986789,0.0373294943134454,0.03330290392973474,0.02954560036202144,0.02509500798694487,0.02076286227118279,0.01624809613263466,0.01155655793307168,0.006759674428773941,0.001785514028231112,0.001430097985984096,0.001100804894528448,0.0007481598401214246,0.0003784548447888075,0.0
"BGR","HOU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01910979310012991,0.0208993153800499,0.0228232896216667,0.02435336590172371,0.02598437585998983,0.02821309913758365,0.03061954449842981,0.03221780637666331,0.03430733471353507,0.03694955913332866,0.0398500680604728,0.04076117803070037,0.04113683640535426,0.04224753665359767,0.04294563404689588,0.04278022619330709,0.04329531968146226,0.04380774533464134,0.04313139473948805,0.04335274262584717,0.04266932373860258,0.04336963441492649,0.04440042428786675,0.04526027950316303,0.04613354304649297,0.04678867746830307,0.04600391060585213,0.04472687900828253,0.04341182916600523,0.04108694883919337,0.03984872923932268,0.03961662828958037,0.0385371697853907,0.03839559286399784,0.03790472136730808,0.03700661995644124,0.03638423818446043,0.03522169380185809,0.03368695035794028,0.03229979089034758,0.03060364916577757,0.02902606629027486,0.02722943859880924,0.02567182389005342,0.02381162942822106,0.02158772602741427,0.01961269234505393,0.01745675159607852,0.01534193705841663,0.01289252771281563,0.01053134836002325,0.008679356786787303,0.006582898988685406,0.004477252103834306,0.002297804188503875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BGR","SE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01519933216861631,0.01651718543608397,0.01787243090237508,0.0185384425504975,0.01931667284751181,0.02117502360993552,0.02200411136151673,0.0223539287663479,0.02266707157557298,0.02337378413007571,0.02391161829541927,0.02445508616989691,0.02540170615267222,0.02575846026727452,0.02671718540252719,0.02734698965620354,0.02790301146653474,0.02832956171349622,0.02883098182733235,0.02940394025408949,0.0298388473716477,0.0299054232297699,0.03035415969125736,0.03097331311287465,0.03121675139086903,0.03151149809505368,0.03162394989318541,0.03137646727848024,0.03147849331648649,0.03111523578064142,0.03097790822040536,0.03107556417911192,0.03101035395141323,0.03118961360460521,0.03176963903149561,0.03135190894559846,0.03080331296588971,0.03054474996960448,0.03032494383982601,0.02995346169340209,0.02923166209992533,0.02873034003401108,0.02856250735128537,0.02780801712987443,0.02702090579072042,0.02643616086196036,0.02625240289565946,0.02537959701995395,0.02447643269128938,0.02387959012467626,0.02292576201572144,0.02200058445233133,0.02103861617454136,0.02032252058057095,0.01929956398262082,0.01825838556607864,0.01717902535011993,0.01608079998326094,0.01523890419545204,0.01423030398283128,0.01315397468163845,0.0118922691354127,0.01058831025743782,0.009270283787167637,0.007922004687695354,0.006543697461690204,0.00530416183325343,0.004030301927089198,0.00271843765540124,0.001377235049094786,0.0
"CAZ","HOU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2791566485187859,0.2932406195248264,0.3018623387692229,0.308822484056933,0.3178625755900656,0.3339734086470064,0.3438750745180488,0.3883522382563107,0.4262115447581158,0.4680906790780514,0.4768398364942071,0.4966776048984573,0.5516122474730284,0.5688975909958445,0.5802842061478274,0.6315229123150263,0.6599528965426583,0.6894552629422285,0.7353105029090965,0.7729818993682844,0.7890395674017142,0.8259493694102519,0.8463523954450822,0.8650332802400631,0.8874359077246755,0.8994767587837192,0.9094422720396469,0.9221550808148149,0.9377693184876823,0.9420920354235679,0.9524724853998352,0.9727277576406725,0.9790791954618402,0.9893587859738575,0.9826621174306748,0.9909995567672969,0.9892696935635319,0.9786786519648782,1.001888790865755,1.003422009900941,0.9818676387397222,0.9986881494454665,1.005279131878679,0.9976438931384078,1.004996542828136,1.00108462556908,0.9983284045224934,0.9855009933564939,0.9828536871514381,0.9779667760306827,0.9801642252823252,0.9594926202711036,0.9637167561044371,0.9486304080526806,0.9164424220102806,0.9133810617885322,0.9197652211347697,0.9035214269189612,0.8846942261555215,0.8689086262424373,0.8377240087236406,0.8028826563774559,0.793329844698088,0.7767345354331879,0.750346160652671,0.7319923510509521,0.7063593354172161,0.6908493059458322,0.6739074354730359,0.6473951788628045,0.6102911274829312
"CAZ","SE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444593555449565,0.4583679115929902,0.4651559235262351,0.4669101397012976,0.4718110699494937,0.5015348483809643,0.5151300662773706,0.55995831095896,0.6089045040495694,0.6727578884305861,0.6871072954206233,0.7187484133363625,0.7894917003133689,0.8277162451576304,0.8445569402593319,0.9136023621676139,0.9604048419755382,0.9885923885058829,1.033403979356914,1.074954220128902,1.09418196857973,1.137154493146184,1.157719683088825,1.164176423670951,1.193230783477375,1.199357672857093,1.221299411879678,1.229700274739465,1.228011419785129,1.226147419863674,1.233423956263598,1.257858933360482,1.257920060287732,1.234019451689417,1.232349812515084,1.237347546781971,1.231806895234801,1.200523267417751,1.213855900683187,1.192477473406559,1.177569486662328,1.170741733808266,1.158565045261007,1.157829641244611,1.126769141535717,1.108507442839816,1.071075402185099,1.03902486762624,1.007775840369634,0.9838407786222033,0.9549156833214388,0.9382505422684008,0.91034267092614,0.8440442842911908,0.8121023248193029,0.7732681005179461,0.7345763474660637,0.6960461240058268,0.6459730324919121,0.6017829098301246,0.5511744059062195,0.488136917385353,0.4423940406962573,0.3933691320301475,0.3367162853232791,0.2817750155800142,0.2331820220714746,0.1851351458572285,0.1348628525142108,0.08080854836028145,0.02358921389040441
"CHA","HOU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.807957432667485,8.662483962558785,9.408348595958001,10.31367656074189,11.39613155639825,12.62840166931309,13.06176058414718,13.84310722288945,14.33027605027147,14.39360130699363,15.33490624385892,16.15226655425327,17.06318710905153,17.69477875498751,18.5555746890533,19.62286896028894,19.80081563986067,20.47535689269793,21.09893326264936,21.84704493713587,22.17452338849746,22.8660568321317,22.71222155928647,23.24845265859457,23.43611701361462,23.0660232148077,24.09926602685686,25.11615636766721,25.20936426613223,25.78048808279941,26.09993089754161,26.67128152770518,26.66070272139036,27.04985925767611,27.45537708291583,28.15879549845277,28.13187523654666,28.47255120227139,28.91909950344241,29.03850561828312,29.30295258856003,29.21047239750786,29.78447229896379,30.10493287643828,30.31438588728134,30.67151629537719,31.00630249934954,31.06719839651862,30.95986730157732,31.1787000222011,31.08748608381441,31.27555691954569,31.40773463293734,31.59965499633432,31.81745014814399,31.99220604326668,32.34043761569417,31.93443188010781,32.15601812129143,32.46516927407535,32.66530353605216,32.52296294262298,32.7027439760846,32.82145153177847,32.77579951287819,32.92890526830648,32.89191934776237,32.97295670930598,33.06375321045996,33.03666542461537,32.12737326089499
"CHA","SE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86159537491411,11.02282846507835,11.66401017435487,12.86785093735447,13.79341972438976,14.56369080334237,15.01077908222035,15.86612192249204,16.32288066648076,17.15502045265133,17.51269678847976,18.86348389932323,20.03109959227025,20.78862329138322,21.66409675887259,22.05257510037243,23.04806875051203,23.91644855322426,24.76034772422742,25.46036553380764,26.10267545640311,26.59102899446574,26.6901301278858,26.79171380227838,27.29300759464971,27.77598479641887,28.09124365532545,28.38054397563867,28.8269443603793,29.12424434608645,29.53721781070006,29.6476757758017,29.90694929802037,29.86970561091422,29.67164112544755,30.08508248685236,30.20748420158236,30.43952474296491,30.42545971459344,30.40293288336255,30.12091575925947,30.09341034264402,30.24182793874434,29.90802702954135,29.88951848918481,29.89667814722482,29.88612419883349,29.56927980392586,29.13931549726734,28.96043878756165,28.54108096382835,28.37532156444214,28.27868169769267,27.8919164126281,27.63592723508924,26.81402532261549,26.52797412046905,26.24853631736644,25.77830166957234,25.47236411428437,25.05023031839855,24.3383932064257,23.81300545198924,23.43200613005095,23.02308114262183,22.2088581933839,21.70493195269408,21.07945701959043,20.40010890855863,19.77221265451344,18.68557731819728
