dummy,dummy,2010,2011,2012,2013,2014,2015,2016,2017,2018
IDN,BASELOAD,5.486370689008,6.137815876456,6.621716691976,7.009527455176,7.220277452464,7.334704242232,7.41835759712,7.797259993616,8.40358330902
IRN,BASELOAD,15.3869676408,16.1456796936,17.3123303832,17.6833990553472,18.2089251288,18.373716864,18.3781389456,18.9705948912,19.34910126
IRL,BASELOAD,1.8464202324828,1.8644739599268,1.9074486323664,1.9371747435048,1.9570097378772,2.0349387961632,2.0634694631964,2.114078260896,2.143017309096
ISR,BASELOAD,2.092546682136,2.286152752536,2.420443710936,2.511704661336,2.7917705052,3.045471345,3.1114059012,3.150439686288,3.119463229968
ITA,BASELOAD,25.763636111328,26.86701685464,27.456596966736,27.074644946712,26.2742057843472,24.7017756181392,23.8124971968912,23.6558908312848,23.7297627536112
JPN,BASELOAD,72.98871226272,73.91742985872,74.33189508888,74.95007441832,76.29797252232,75.799177488,77.2935739416,77.030200618992,77.021849756052
KOR,BASELOAD,19.5669341410508,20.2409610506818,20.7587033959394,21.747567619126,22.9834631132344,24.0622194904755,27.0434481804522,29.7547932044551,29.8194837283651
LVA,BASELOAD,2.3811940834944,2.3112275668516,2.2912238806988,2.2645077638564,2.222344500836,2.2132418830108,2.1665322033736,2.1312247304392,2.1370991642688
LTU,BASELOAD,2.6987458873344,2.6513335960516,2.6521207738988,2.5522713446564,2.509554516836,2.4939298114108,2.2896166929736,2.2686504104392,2.2856395886688
LUX,BASELOAD,0.3822298870248,0.3841112832048,0.3876633347328,0.3899744677728,0.4336571190168,0.4317934948416,0.3395963569392,0.3374929684008,0.3379632410088
MLT,BASELOAD,1.9433822578944,1.8683258416516,1.8467226106988,1.7563610246564,1.711684191236,1.6935201682108,1.6191702256936,1.6118724879592,1.6264961421888
MEX,BASELOAD,15.3194327352,15.2422909056,15.7436114184,15.5996298576,16.015498632,16.1958384576,17.2567293048,17.6400858024,19.8928291941936
MAR,BASELOAD,1.066754772,1.066867416,1.144173384,1.1623927464,1.1855974104,1.1944158264,1.1982875616,1.2300853536,1.28736
NLD,BASELOAD,6.5864664025596,6.9129315651996,7.3259443314396,7.3855830857436,7.3111132361916,7.2930100258476,6.4239334756524,6.4527606039924,6.4218837024396
NGA,BASELOAD,2.6338291344,2.7788180544,2.8287032544,3.5483374944,3.9282470856,4.3054660944,4.3055304624,4.3171810704,4.4997287184
POL,BASELOAD,9.26465552784,9.4546018654848,9.53276848353,9.4448550102804,9.2504131149636,9.5962996625184,9.61142976,10.312038315756,11.147211039888
PRT,BASELOAD,4.1439603456,4.2901626024,4.187251044,3.9337602048,3.8822175288,3.971557287504,4.1638790232,4.2193127448,4.2446769552
ROU,BASELOAD,4.88777699952,4.94124234768,5.0852779776,5.1062587272,5.12481924,5.120683596,5.0822044056,5.090358930048,5.072872719168
RUS,BASELOAD,58.9737910248,59.83802154,61.2786642768,62.4570331608,65.4544932192,66.05365663224,66.3072372648,67.853348530524,68.637185006832
SAU,BASELOAD,15.409570464,15.666591888,16.58570256,17.962405344,19.779256512,21.00585312,22.589563392,22.8267884376,22.0123079496
SVK,BASELOAD,1.88513370792,1.98791331192,2.20419944712,2.1112092504,2.1349932264,2.134104948,2.0421327312,2.022490836,2.0590872624
SVN,BASELOAD,0.8027590752,0.8143710624,0.8194657896,0.8292819096,0.8268520176,0.7976933136,0.847951848,0.8638364156832,0.9120997899
ZAF,BASELOAD,1.630080528624,1.708010801856,1.717063839216,1.8255199284,1.905650106768,2.005131172608,2.305077684768,2.51474061024,2.604961309392
ESP,BASELOAD,21.2941551178786,21.5716719812184,21.6155261210443,21.6678194099935,21.6417999059971,21.7086046805455,21.4580505766327,21.3419892241562,21.3837177717022
SWE,BASELOAD,8.7353940280824,8.8775937619524,8.9155130215572,9.0307437719364,9.1914845955624,9.128753044146,9.2263516710444,8.7305550494292,8.8447301823096
TUN,BASELOAD,0.927366286392,1.036861596936,1.038913745328,1.090087335216,1.202440842432,1.270575850896,1.33562055168,1.336200893568,1.278515772432
TUR,BASELOAD,12.03827200416,12.788302937904,13.653088578828,15.22402906032,16.44358638384,17.071636642632,18.0820962226166,19.1408338134576,19.537814318351
GBR,BASELOAD,23.7899230753824,23.389230493998,23.3091744505085,22.0708179015984,22.0303254829176,20.7712289471184,20.3338068568848,21.1224766345884,21.5298303931656
USA,BASELOAD,291.55175314056,294.28842849984,294.48430032384,292.37644689912,292.78017393768,289.00364673384,288.23176820664,288.54333668304,288.45331803504
RAS,CHP_Cap,4.1e-07,4.1e-07,4.1e-07,4.1e-07,4.1e-07,4.1e-07,4.1e-07,4.1e-07,4.1e-07
RWO,CHP_Cap,1.5e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07
REU,CHP_Cap,1.4e-07,1.4e-07,1.4e-07,1.4e-07,1.4e-07,1.4e-07,1.4e-07,1.4e-07,1.4e-07
REP,CHP_Cap,1.3e-07,1.3e-07,1.3e-07,1.3e-07,1.3e-07,1.3e-07,1.3e-07,1.3e-07,1.3e-07
RAF,CHP_Cap,5.3e-07,5.3e-07,5.3e-07,5.3e-07,5.3e-07,5.3e-07,5.3e-07,5.3e-07,5.3e-07
RLA,CHP_Cap,5e-07,5e-07,5e-07,5e-07,5e-07,5e-07,5e-07,5e-07,5e-07
ARG,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
OCE,CHP_Cap,8e-08,8e-08,8e-08,8e-08,8e-08,8e-08,8e-08,8e-08,8e-08
AUT,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
BEL,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
BRA,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
BGR,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
CAN,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
CHA,CHP_Cap,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08
HRV,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
CYP,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
CZE,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
DNK,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
EGY,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
EST,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
FIN,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
FRA,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
DEU,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
GRC,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
HUN,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
NSI,CHP_Cap,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08
IND,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
IDN,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
IRN,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
IRL,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
ISR,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
ITA,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
JPN,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
KOR,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
LVA,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
LTU,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
LUX,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
MLT,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
MEX,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
MAR,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
NLD,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
NGA,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
POL,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
PRT,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
ROU,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
RUS,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
SAU,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
SVK,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
SVN,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
ZAF,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
ESP,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
SWE,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
TUN,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
TUR,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
GBR,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
USA,CHP_Cap,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
RAS,CHP_ELC,4.1e-07,4.1e-07,4.1e-07,4.1e-07,4.1e-07,4.1e-07,4.1e-07,4.1e-07,4.1e-07
RWO,CHP_ELC,1.5e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07
REU,CHP_ELC,1.4e-07,1.4e-07,1.4e-07,1.4e-07,1.4e-07,1.4e-07,1.4e-07,1.4e-07,1.4e-07
REP,CHP_ELC,1.3e-07,1.3e-07,1.3e-07,1.3e-07,1.3e-07,1.3e-07,1.3e-07,1.3e-07,1.3e-07
RAF,CHP_ELC,5.3e-07,5.3e-07,5.3e-07,5.3e-07,5.3e-07,5.3e-07,5.3e-07,5.3e-07,5.3e-07
RLA,CHP_ELC,5e-07,5e-07,5e-07,5e-07,5e-07,5e-07,5e-07,5e-07,5e-07
ARG,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
OCE,CHP_ELC,8e-08,8e-08,8e-08,8e-08,8e-08,8e-08,8e-08,8e-08,8e-08
AUT,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
BEL,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
BRA,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
BGR,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
CAN,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
CHA,CHP_ELC,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08
HRV,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
CYP,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
CZE,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
DNK,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
EGY,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
EST,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
FIN,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
FRA,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
DEU,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
GRC,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
HUN,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
NSI,CHP_ELC,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08
IND,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
IDN,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
IRN,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
IRL,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
ISR,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
ITA,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
JPN,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
KOR,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
LVA,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
LTU,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
LUX,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
MLT,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
MEX,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
MAR,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
NLD,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
NGA,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
POL,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
PRT,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
ROU,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
RUS,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
SAU,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
SVK,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
SVN,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
ZAF,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
ESP,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
SWE,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
TUN,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
TUR,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
GBR,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
USA,CHP_ELC,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
RAS,Non_CHP_Per,4.1e-07,4.1e-07,4.1e-07,4.1e-07,4.1e-07,4.1e-07,4.1e-07,4.1e-07,4.1e-07
RWO,Non_CHP_Per,1.5e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07,1.5e-07
REU,Non_CHP_Per,1.4e-07,1.4e-07,1.4e-07,1.4e-07,1.4e-07,1.4e-07,1.4e-07,1.4e-07,1.4e-07
REP,Non_CHP_Per,1.3e-07,1.3e-07,1.3e-07,1.3e-07,1.3e-07,1.3e-07,1.3e-07,1.3e-07,1.3e-07
RAF,Non_CHP_Per,5.3e-07,5.3e-07,5.3e-07,5.3e-07,5.3e-07,5.3e-07,5.3e-07,5.3e-07,5.3e-07
RLA,Non_CHP_Per,5e-07,5e-07,5e-07,5e-07,5e-07,5e-07,5e-07,5e-07,5e-07
ARG,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
OCE,Non_CHP_Per,8e-08,8e-08,8e-08,8e-08,8e-08,8e-08,8e-08,8e-08,8e-08
AUT,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
BEL,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
BRA,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
BGR,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
CAN,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
CHA,Non_CHP_Per,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08
HRV,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
CYP,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
CZE,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
DNK,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
EGY,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
EST,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
FIN,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
FRA,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
DEU,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
GRC,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
HUN,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
NSI,Non_CHP_Per,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08,4e-08
IND,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
IDN,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
IRN,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
IRL,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
ISR,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
ITA,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
JPN,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
KOR,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
LVA,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
LTU,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
LUX,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
MLT,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
MEX,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
MAR,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
NLD,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
NGA,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
POL,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
PRT,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
ROU,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
RUS,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
SAU,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
SVK,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
SVN,Non_CHP_Per,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08
