dummy,dummy,2015,2016,2017,2018,2019,2020,2021
GUM,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
GUM,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
GUY,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
GUY,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
GUY,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
HKG,KM_VEH,   3504.000,   3504.000,   3511.000,   3576.000,   3487.000,   3386.000,   3599.000
HKG,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
HKG,KM_VEH_TRUCK,   8493.000,   8493.000,   8470.000,   8693.000,   8844.000,   8445.000,   8927.000
HMD,KM_VEH,  39530.000,  39530.000,  40976.500,  42515.500,  42975.000,  42898.500,  43821.500
HMD,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
HMD,KM_VEH_TRUCK, 106251.500, 106251.500, 107056.000, 107510.500, 106567.500,  99016.500,  99626.000
HND,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
HND,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
HND,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
HRV,KM_VEH,   2030.000,   2030.000,   2290.000,   2570.000,   2860.000,   2610.000,   3170.000
HRV,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
HRV,KM_VEH_TRUCK,  19360.000,  19360.000,  19905.000,  20310.000,  20840.000,  16810.000,  19780.000
HTI,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
HTI,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
HTI,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
HUN,KM_VEH,  10824.000,  10824.000,  11415.000,  11820.000,  12055.000,  10844.000,  12244.000
HUN,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
HUN,KM_VEH_TRUCK,  28333.000,  28333.000,  30245.000,  31578.000,  32936.000,  28903.000,  32284.000
IDN,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
IDN,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
IDN,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
IMN,KM_VEH,  23442.182,  23442.182,  23603.182,  24009.955,  24291.136,  22478.227,  24391.955
IMN,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
IMN,KM_VEH_TRUCK, 119303.050, 119303.050, 120383.600, 121014.000, 121706.800, 103539.550, 110689.850
IND,KM_VEH,  39847.086,  39847.086,  41770.345,  41630.580,  41956.926,  42405.057,  43772.552
IND,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
IND,KM_VEH_TRUCK, 117588.307, 117588.307, 120610.698, 121195.482, 123726.774, 117801.550, 124019.571
IOT,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
IOT,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
IOT,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
IRL,KM_VEH,   8915.000,   8915.000,   9287.000,   9306.000,   9356.000,   8510.000,  10005.000
IRL,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
IRL,KM_VEH_TRUCK,  37488.000,  37488.000,  38039.000,  36817.000,  36301.000,  26654.000,  30677.000
IRN,KM_VEH,   7696.000,   7696.000,   7702.333,   7660.333,   7617.667,   7515.667,   7659.000
IRN,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
IRN,KM_VEH_TRUCK,  45550.333,  45550.333,  46297.667,  46838.667,  47526.333,  45041.667,  47693.000
IRQ,KM_VEH,   7696.000,   7696.000,   7702.333,   7660.333,   7617.667,   7515.667,   7659.000
IRQ,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
IRQ,KM_VEH_TRUCK,  45550.333,  45550.333,  46297.667,  46838.667,  47526.333,  45041.667,  47693.000
ISL,KM_VEH,  23159.200,  23159.200,  25369.200,  23340.200,  23508.400,  24268.200,  25916.000
ISL,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
ISL,KM_VEH_TRUCK,  48928.800,  48928.800,  51114.600,  53983.000,  53166.600,  50912.200,  54989.400
ISR,KM_VEH,   8730.000,   8730.000,   8749.000,   8623.000,   8495.000,   8189.000,   8619.000
ISR,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
ISR,KM_VEH_TRUCK,  45716.000,  45716.000,  47958.000,  49581.000,  51644.000,  44190.000,  52144.000
ITA,KM_VEH,  23442.182,  23442.182,  23603.182,  24009.955,  24291.136,  22478.227,  24391.955
ITA,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
ITA,KM_VEH_TRUCK, 119303.050, 119303.050, 120383.600, 121014.000, 121706.800, 103539.550, 110689.850
JAM,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
JAM,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
JAM,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
JEY,KM_VEH,  23442.182,  23442.182,  23603.182,  24009.955,  24291.136,  22478.227,  24391.955
JEY,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
JEY,KM_VEH_TRUCK, 119303.050, 119303.050, 120383.600, 121014.000, 121706.800, 103539.550, 110689.850
JOR,KM_VEH,   7696.000,   7696.000,   7702.333,   7660.333,   7617.667,   7515.667,   7659.000
JOR,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
JOR,KM_VEH_TRUCK,  45550.333,  45550.333,  46297.667,  46838.667,  47526.333,  45041.667,  47693.000
JPN,KM_VEH, 178975.000, 178975.000, 178975.000, 178975.000, 178975.000, 178975.000, 178975.000
JPN,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
JPN,KM_VEH_TRUCK, 479611.000, 479611.000, 479611.000, 479611.000, 479611.000, 479611.000, 479611.000
KAZ,KM_VEH,  18096.000,  18096.000,  19080.000,  17526.000,  19556.000,  22744.000,  20782.000
KAZ,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
KAZ,KM_VEH_TRUCK,  63377.000,  63377.000,  66713.000,  66632.000,  63980.000,  73411.000,  70882.000
KEN,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
KEN,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
KEN,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
KGZ,KM_VEH,  10376.857,  10376.857,   7278.857,   6693.571,   7227.286,   8220.714,   7941.571
KGZ,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
KGZ,KM_VEH_TRUCK,  16978.400,  16978.400,  17689.600,  17757.200,  17401.000,  19470.400,  19295.600
KHM,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
KHM,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
KHM,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
KIR,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
KIR,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
KIR,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
KNA,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
KNA,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
KNA,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
KOR,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
KOR,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
KOR,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
KWT,KM_VEH,   7696.000,   7696.000,   7702.333,   7660.333,   7617.667,   7515.667,   7659.000
KWT,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
KWT,KM_VEH_TRUCK,  45550.333,  45550.333,  46297.667,  46838.667,  47526.333,  45041.667,  47693.000
LAO,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
LAO,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
LAO,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
LBN,KM_VEH,   7696.000,   7696.000,   7702.333,   7660.333,   7617.667,   7515.667,   7659.000
LBN,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
LBN,KM_VEH_TRUCK,  45550.333,  45550.333,  46297.667,  46838.667,  47526.333,  45041.667,  47693.000
LBR,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
LBR,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
LBR,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
LBY,KM_VEH,   7696.000,   7696.000,   7702.333,   7660.333,   7617.667,   7515.667,   7659.000
LBY,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
LBY,KM_VEH_TRUCK,  45550.333,  45550.333,  46297.667,  46838.667,  47526.333,  45041.667,  47693.000
LCA,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
LCA,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
LCA,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
LIE,KM_VEH,  23159.200,  23159.200,  25369.200,  23340.200,  23508.400,  24268.200,  25916.000
LIE,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
LIE,KM_VEH_TRUCK,  48928.800,  48928.800,  51114.600,  53983.000,  53166.600,  50912.200,  54989.400
LKA,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
LKA,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
LKA,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
LSO,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
LSO,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
LSO,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
LTU,KM_VEH,   2583.000,   2583.000,   2604.000,   2656.000,   2742.000,   2643.000,   2799.000
LTU,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
LTU,KM_VEH_TRUCK,   8976.000,   8976.000,   9404.000,   9696.000,   9987.000,   9448.000,   9678.000
LUX,KM_VEH,  23442.182,  23442.182,  23603.182,  24009.955,  24291.136,  22478.227,  24391.955
LUX,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
LUX,KM_VEH_TRUCK, 119303.050, 119303.050, 120383.600, 121014.000, 121706.800, 103539.550, 110689.850
LVA,KM_VEH,   2846.000,   2846.000,   3008.000,   3064.000,   3074.000,   3134.000,   2825.000
LVA,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
LVA,KM_VEH_TRUCK,   9928.000,   9928.000,  10699.000,  10898.000,  11072.000,  10554.000,   8834.000
MAC,KM_VEH,  10507.500,  10507.500,  10558.000,  10664.000,  10783.500,  10542.500,  10849.000
MAC,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MAC,KM_VEH_TRUCK,  48211.500,  48211.500,  48913.000,  48525.000,  49004.000,  47675.000,  48061.000
MAF,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
MAF,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MAF,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
MAR,KM_VEH,   7696.000,   7696.000,   7702.333,   7660.333,   7617.667,   7515.667,   7659.000
MAR,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MAR,KM_VEH_TRUCK,  45550.333,  45550.333,  46297.667,  46838.667,  47526.333,  45041.667,  47693.000
MCO,KM_VEH,      4.000,      4.000,      5.000,      4.000,      4.000,      4.000,      4.000
MCO,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MCO,KM_VEH_TRUCK,     58.000,     58.000,     58.000,     57.000,     57.000,     52.000,     55.000
MDA,KM_VEH,    675.000,    675.000,    707.000,    770.000,    776.000,    752.000,    782.000
MDA,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MDA,KM_VEH_TRUCK,    520.000,    520.000,    569.000,    566.000,    561.000,    537.000,    564.000
MDG,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
MDG,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MDG,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
MDV,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
MDV,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MDV,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
MEX,KM_VEH,  35144.000,  35144.000,  36196.000,  36196.000,  36196.000,  36196.000,  36196.000
MEX,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MEX,KM_VEH_TRUCK, 130846.000, 130846.000, 136500.000, 136500.000, 136500.000, 136500.000, 136500.000
MHL,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
MHL,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MHL,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
MKD,KM_VEH,    904.000,    904.000,    902.000,    960.000,    835.000,    837.000,    896.000
MKD,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MKD,KM_VEH_TRUCK,   3544.000,   3544.000,   3619.000,   3725.000,   3834.000,   3863.000,   4300.000
MLI,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
MLI,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MLI,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
MLT,KM_VEH,    605.000,    605.000,    586.000,    523.000,    633.000,    461.000,    502.000
MLT,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MLT,KM_VEH_TRUCK,   2682.000,   2682.000,   2744.000,   2622.000,   2408.000,   1879.000,   2290.000
MMR,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
MMR,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MMR,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
MNE,KM_VEH,  23159.200,  23159.200,  25369.200,  23340.200,  23508.400,  24268.200,  25916.000
MNE,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MNE,KM_VEH_TRUCK,  48928.800,  48928.800,  51114.600,  53983.000,  53166.600,  50912.200,  54989.400
MNG,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
MNG,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MNG,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
MNP,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
MNP,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MNP,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
MOZ,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
MOZ,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MOZ,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
MRT,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
MRT,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MRT,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
MSR,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
MSR,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MSR,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
MTQ,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
MTQ,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MTQ,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
MUS,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
MUS,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MUS,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
MWI,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
MWI,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MWI,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
MYS,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
MYS,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MYS,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
MYT,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
MYT,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
MYT,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
NAM,KM_VEH,   2002.000,   2002.000,   2035.000,   2667.000,   2607.000,   2607.000,   2607.000
NAM,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
NAM,KM_VEH_TRUCK,   1746.000,   1746.000,   1767.000,   1198.000,   1177.000,   1177.000,   1177.000
NCL,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
NCL,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
NCL,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
NER,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
NER,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
NER,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
NFK,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
NFK,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
NFK,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
NGA,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
NGA,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
NGA,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
NIC,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
NIC,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
NIC,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
NIU,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
NIU,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
NIU,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
NLD,KM_VEH,  24475.000,  24475.000,  25119.000,  25675.000,  26211.000,  25636.000,  26677.000
NLD,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
NLD,KM_VEH_TRUCK, 107708.000, 107708.000, 108936.000, 109337.000, 109087.000,  91723.000,  95940.000
NOR,KM_VEH,   9208.000,   9208.000,   9304.000,   9431.000,   9475.000,   9200.000,   9498.000
NOR,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
NOR,KM_VEH_TRUCK,  34849.000,  34849.000,  35407.000,  35988.000,  35504.000,  33873.000,  35098.000
NPL,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
NPL,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
NPL,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
NRU,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
NRU,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
NRU,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
NZL,KM_VEH,  10615.000,  10615.000,  11344.000,  12002.000,  12350.000,  12398.000,  13044.000
NZL,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
NZL,KM_VEH_TRUCK,  33900.000,  33900.000,  34723.000,  35234.000,  34564.000,  32981.000,  33479.000
OMN,KM_VEH,   7696.000,   7696.000,   7702.333,   7660.333,   7617.667,   7515.667,   7659.000
OMN,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
OMN,KM_VEH_TRUCK,  45550.333,  45550.333,  46297.667,  46838.667,  47526.333,  45041.667,  47693.000
PAK,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
PAK,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
PAK,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
PAN,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
PAN,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
PAN,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
PCN,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
PCN,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
PCN,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
PER,KM_VEH,   4683.000,   4683.000,   4683.000,   4683.000,   4683.000,   4683.000,   4683.000
PER,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
PER,KM_VEH_TRUCK,   6812.000,   6812.000,   6812.000,   6812.000,   6812.000,   6812.000,   6812.000
PHL,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
PHL,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
PHL,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
PLW,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
PLW,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
PLW,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
PNG,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
PNG,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
PNG,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
POL,KM_VEH,  36395.000,  36395.000,  37361.000,  38289.000,  39007.000,  36647.000,  39742.000
POL,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
POL,KM_VEH_TRUCK, 187079.000, 187079.000, 194294.000, 199660.000, 203733.000, 186775.000, 203263.000
PRI,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
PRI,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
PRI,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
PRK,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
PRK,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
PRK,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
PRT,KM_VEH,  23442.182,  23442.182,  23603.182,  24009.955,  24291.136,  22478.227,  24391.955
PRT,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
PRT,KM_VEH_TRUCK, 119303.050, 119303.050, 120383.600, 121014.000, 121706.800, 103539.550, 110689.850
PRY,KM_VEH,  14704.714,  14704.714,  14596.286,  14352.143,  14072.857,  14080.429,  14133.429
PRY,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
PRY,KM_VEH_TRUCK,  41999.286,  41999.286,  44004.000,  41523.143,  41393.143,  41309.857,  41420.429
PSE,KM_VEH,   7696.000,   7696.000,   7702.333,   7660.333,   7617.667,   7515.667,   7659.000
PSE,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
PSE,KM_VEH_TRUCK,  45550.333,  45550.333,  46297.667,  46838.667,  47526.333,  45041.667,  47693.000
PYF,KM_VEH, 114596.000, 114596.000, 123654.000, 122734.000, 124200.000, 127000.000, 130549.000
PYF,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
PYF,KM_VEH_TRUCK, 328812.000, 328812.000, 338753.000, 342556.000, 354400.000, 351000.000, 368562.000
QAT,KM_VEH,   7696.000,   7696.000,   7702.333,   7660.333,   7617.667,   7515.667,   7659.000
QAT,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
QAT,KM_VEH_TRUCK,  45550.333,  45550.333,  46297.667,  46838.667,  47526.333,  45041.667,  47693.000
REU,KM_VEH,   1534.333,   1534.333,   1816.000,   2160.667,   2218.333,   2361.667,   2361.667
REU,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
REU,KM_VEH_TRUCK,   1013.333,   1013.333,   1105.333,    977.000,   1008.333,   1039.333,   1039.333
ROU,KM_VEH,   8963.000,   8963.000,   9205.000,   9453.000,   9709.000,   9972.000,  10242.000
ROU,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
ROU,KM_VEH_TRUCK,  40948.000,  40948.000,  42133.000,  43354.000,  44613.000,  45911.000,  47249.000
RUS,KM_VEH,  44837.000,  44837.000,  21750.000,  18607.000,  20037.000,  23444.000,  23280.000
RUS,OCCUP_CAR,NA,NA,NA,NA,NA,NA,NA
