* description: readTechCosts; EnergyCosts
* unit: 1
* origin: calcOutput(type = "EnergyCosts", aggregate = FALSE, file = "renovation_costs.csv", subtype = "renovation_costs") (madrat 3.3.6 | mrprom 0.1.0)
* creation date: Wed Aug  2 15:31:41 2023
dummy,Light_renovation_(light_windows).Euro/Household.Centre/West,Light_renovation_(light_windows).Euro/square_meter.Centre/West,Light_renovation_(med__windows).Euro/Household.Centre/West,Light_renovation_(med__windows).Euro/square_meter.Centre/West,Light_renovation_(med__windowslight_wall).Euro/Household.Centre/West,Light_renovation_(med__windowslight_wall).Euro/square_meter.Centre/West,Light_renovation_(med__windows_light_wall/roof).Euro/Household.Centre/West,Light_renovation_(med__windows_light_wall/roof).Euro/square_meter.Centre/West,Medium_renovation_(med__windows_med_wall/roof/basement).Euro/Household.Centre/West,Medium_renovation_(med__windows_med_wall/roof/basement).Euro/square_meter.Centre/West,Medium_renovation_(deep_windows_med_wall/roof/basement).Euro/Household.Centre/West,Medium_renovation_(deep_windows_med_wall/roof/basement).Euro/square_meter.Centre/West,Deep_renovation_(deep__windows_med_wall/roof/basement).Euro/Household.Centre/West,Deep_renovation_(deep__windows_med_wall/roof/basement).Euro/square_meter.Centre/West,Deep_renovation_(deep__windows_deep_wall/roof/basement).Euro/Household.Centre/West,Deep_renovation_(deep__windows_deep_wall/roof/basement).Euro/square_meter.Centre/West,Light_renovation_(light_windows).Euro/Household.North,Light_renovation_(light_windows).Euro/square_meter.North,Light_renovation_(med__windows).Euro/Household.North,Light_renovation_(med__windows).Euro/square_meter.North,Light_renovation_(med__windowslight_wall).Euro/Household.North,Light_renovation_(med__windowslight_wall).Euro/square_meter.North,Light_renovation_(med__windows_light_wall/roof).Euro/Household.North,Light_renovation_(med__windows_light_wall/roof).Euro/square_meter.North,Medium_renovation_(med__windows_med_wall/roof/basement).Euro/Household.North,Medium_renovation_(med__windows_med_wall/roof/basement).Euro/square_meter.North,Medium_renovation_(deep_windows_med_wall/roof/basement).Euro/Household.North,Medium_renovation_(deep_windows_med_wall/roof/basement).Euro/square_meter.North,Deep_renovation_(deep__windows_med_wall/roof/basement).Euro/Household.North,Deep_renovation_(deep__windows_med_wall/roof/basement).Euro/square_meter.North,Deep_renovation_(deep__windows_deep_wall/roof/basement).Euro/Household.North,Deep_renovation_(deep__windows_deep_wall/roof/basement).Euro/square_meter.North,Light_renovation_(light_windows).Euro/Household.South,Light_renovation_(light_windows).Euro/square_meter.South,Light_renovation_(med__windows).Euro/Household.South,Light_renovation_(med__windows).Euro/square_meter.South,Light_renovation_(med__windowslight_wall).Euro/Household.South,Light_renovation_(med__windowslight_wall).Euro/square_meter.South,Light_renovation_(med__windows_light_wall/roof).Euro/Household.South,Light_renovation_(med__windows_light_wall/roof).Euro/square_meter.South,Medium_renovation_(med__windows_med_wall/roof/basement).Euro/Household.South,Medium_renovation_(med__windows_med_wall/roof/basement).Euro/square_meter.South,Medium_renovation_(deep_windows_med_wall/roof/basement).Euro/Household.South,Medium_renovation_(deep_windows_med_wall/roof/basement).Euro/square_meter.South,Deep_renovation_(deep__windows_med_wall/roof/basement).Euro/Household.South,Deep_renovation_(deep__windows_med_wall/roof/basement).Euro/square_meter.South,Deep_renovation_(deep__windows_deep_wall/roof/basement).Euro/Household.South,Deep_renovation_(deep__windows_deep_wall/roof/basement).Euro/square_meter.South,Light_renovation_(light_windows).Euro/Household.East,Light_renovation_(light_windows).Euro/square_meter.East,Light_renovation_(med__windows).Euro/Household.East,Light_renovation_(med__windows).Euro/square_meter.East,Light_renovation_(med__windowslight_wall).Euro/Household.East,Light_renovation_(med__windowslight_wall).Euro/square_meter.East,Light_renovation_(med__windows_light_wall/roof).Euro/Household.East,Light_renovation_(med__windows_light_wall/roof).Euro/square_meter.East,Medium_renovation_(med__windows_med_wall/roof/basement).Euro/Household.East,Medium_renovation_(med__windows_med_wall/roof/basement).Euro/square_meter.East,Medium_renovation_(deep_windows_med_wall/roof/basement).Euro/Household.East,Medium_renovation_(deep_windows_med_wall/roof/basement).Euro/square_meter.East,Deep_renovation_(deep__windows_med_wall/roof/basement).Euro/Household.East,Deep_renovation_(deep__windows_med_wall/roof/basement).Euro/square_meter.East,Deep_renovation_(deep__windows_deep_wall/roof/basement).Euro/Household.East,Deep_renovation_(deep__windows_deep_wall/roof/basement).Euro/square_meter.East
NA,5564.87841909801,77.4200177059522,6114.9322548167,85.072507930073,10448.7104237721,145.36514279209,13757.2304300842,191.394122794622,16505.2083783483,229.624697730462,18678.7569527904,259.863663696107,21204.3467512566,295.000317579538,23931.8427954962,332.945943006549,2797.13359555281,32.9592610775999,6813.65327480547,80.2868256037565,11164.099412152,131.549121502964,15075.54421646,177.638564889142,17220.5662508559,202.913847185727,19163.9166521786,225.812786780277,22465.1540696471,264.71201779823,25701.8538610358,302.850787295621,4142.47031070383,57.701594164797,4674.60647378431,65.1138633229228,7225.66560409993,100.648258885763,10368.2193827584,144.42174407132,13128.20466157,182.866328706554,16168.5669900416,225.216361424495,17740.9033986502,247.11786234911,20602.9497475092,286.984083351582,2832.28105432524,41.4875535558607,3419.90317452122,50.0951047538638,5620.15675294266,82.3246527472853,7154.8405592315,104.804864062292,8563.16397122398,125.434134907353,10095.505766584,147.880040197648,11332.207618391,165.99538020994,13232.6074320326,193.832638424693
