* description: Enerdata; Consumption
* unit: 1
* origin: calcOutput(type = "Consumption", aggregate = FALSE, file = "agriculture.csv", subtype = "agriculture") (madrat 3.3.6 | mrprom 0.1.0)
* creation date: Thu Aug  3 13:08:00 2023
dummy,dummy,Total_energy_final_consumption_of_residential_tertiary_agriculture.Mtoe,Total_final_energy_consumption_of_residential_tertiary_agriculture_with_climatic_corrections.Mtoe,Oil_final_consumption_of_residential_tertiary_agriculture.Mtoe,Heating_oil_final_consumption_of_residential_tertiary_agriculture.Mtoe,Heavy_fuel_oil_final_consumption_of_residential_tertiary_agriculture.Mtoe,Kerosene_final_consumption_of_residential_tertiary_agriculture.Mtoe,LPG_(liquified_petroleum_gas)_final_consumption_of_residential_services_agriculture.Mtoe,Gas_final_consumption_of_residential_tertiary_agriculture.Mtoe,Natural_gas_final_consumption_of_residential_tertiary_agriculture.Mtoe,Electricity_final_consumption_of_residential_tertiary_agriculture.Mtoe,Coal_and_lignite_final_consumption_of_residential_tertiary_agriculture.Mtoe,Coal_final_consumption_of_residential_tertiary_agriculture.Mtoe,Bituminous_coal_final_consumption_of_residential_tertiary_agriculture.Mtoe,Sub-situminous_coal_final_consumption_of_residential_tertiary_agriculture.Mtoe,Lignite_final_consumption_of_residential_tertiary_agriculture.Mtoe,Peat_final_consumption_of_residential_tertiary_agriculture.Mtoe,Heat_final_consumption_of_residential_tertiary_agriculture.Mtoe,Biomass_final_consumption_of_residential_tertiary_agriculture.Mtoe,Fire_wood_final_consumption_of_residential_tertiary_agriculture.Mtoe,Industrial_waste_final_consumption_of_residential_tertiary_agriculture.Mtoe,Total_energy_final_consumption_of_agriculture.Mtoe,Oil_final_consumption_of_agriculture.Mtoe,Diesel_heating_oil_final_consumption_of_agriculture.Mtoe,Gas_final_consumption_of_agriculture.Mtoe,Natural_gas_final_consumption_of_agriculture.Mtoe,Electricity_final_consumption_of_agriculture.Mtoe,Coal_and_lignite_final_consumption_of_agriculture.Mtoe,Biomass_final_consumption_of_agriculture.Mtoe,Industrial_waste_final_consumption_of_agriculture.Mtoe,Total_energy_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Oil_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Diesel_heating_oil_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Gas_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Natural_gas_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Coal_and_lignite_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Heat_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Biomass_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Industrial_waste_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Oil_final_consumption_of_residential_tertiary_agriculture.Mt,Oil_products_final_consumption_of_residential_services_agriculture.Mt,Oil_products_final_consumption_of_agriculture.Mt,Oil_products_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mt,Motor_gasoline_consumption_of_agriculture.Mt,Heating_oil_final_consumption_of_residential_tertiary_agriculture.Mt,Diesel_heating_oil_final_consumption_of_agriculture.Mt,Diesel_heating_oil_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mt,Heavy_fuel_oil_final_consumption_of_residential_tertiary_agriculture.Mt,Heavy_fuel_oil_final_consumption_of_agriculture.Mt,Heavy_fuel_oil_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mt,LPG_(liquified_petroleum_gas)_final_consumption_of_residential_services_agriculture.Mt,LPG_(liquified_petroleum_gas)_final_consumption_of_agriculture.Mt,LPG_(liquified_petroleum_gas)_final_consumption_of_residential_services_agriculture_-_unspecified.Mt,Kerosene_final_consumption_of_residential_tertiary_agriculture.Mt,Kerosene_final_consumption_of_agriculture.Mt,Lignite_final_consumption_of_residential_tertiary_agriculture.Mt,Natural_gas_final_consumption_of_residential_tertiary_agriculture.mcm,Natural_gas_final_consumption_of_agriculture.mcm,Natural_gas_final_consumption_of_residential_tertiary_agriculture_-_unspecified.mcm,Peat_final_consumption_of_residential_tertiary_agriculture.Mt,Heat_final_consumption_of_residential_tertiary_agriculture.PJ,Heat_final_consumption_of_residential_tertiary_agriculture_-_unspecified.PJ,Share_of_agriculture_sector_in_oil_products_consumption.%,Share_of_agriculture_in_gas_consumption.%,Share_of_agriculture_in_electricity_consumption.%,Share_of_agriculture_in_coal_consumption.%,Share_of_agriculture_in_final_consumption.%,Share_of_coal_and_lignite_in_agriculture_consumption.%,Share_of_oil_in_agriculture_consumption.%,Share_of_gas_in_agriculture_consumption.%,Share_of_electricity_in_agriculture_consumption.%,Share_of_biomass_in_agriculture_consumption.%,Electricity_final_consumption_of_residential_tertiary_agriculture.GWh,Electricity_final_consumption_of_agriculture.GWh,Manufactured_gas_final_consumption_of_residential_tertiary_agriculture.Mtoe,Municipal_waste_final_consumption_of_residential_tertiary_agriculture.Mtoe,Biogas_final_consumption_of_residential_tertiary_agriculture.Mtoe,Heat_final_consumption_of_agriculture.Mtoe,Municipal_waste_final_consumption_of_agriculture.Mtoe,Biogas_final_consumption_of_agriculture.Mtoe,Electricity_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Municipal_waste_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Biogas_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Manufactured_gas_final_consumption_of_residential_tertiary_agriculture.mcm,Share_of_heat_in_agriculture_consumption.%,Manufactured_gas_consumption_of_agriculture.mcm,Oil_products_final_consumption_of_residential_tertiary_agriculture.Mtoe,Total_coal_final_consumption_of_residential_tertiary_agriculture.Mtoe
y2012,EGY,17.176,17.1989,7.1471,2.2173,0.1614,0,4.7685,1.1544,1.1442,7.349,0,0,NA,NA,0,0,0,1.5254,0.5207,NA,2.8337,2.298,2.2173,NA,NA,0.5358,NA,NA,NA,0.0807,0.0807,0,0,0,NA,NA,NA,NA,6.467,6.467,2.163,0.083,0,2.08,2.08,0,0.166,0.083,0.083,4.221,NA,NA,0,0,0,1400.7858,NA,0,0,0,NA,6.1472,NA,4.9505,NA,5.1637,NA,81.0928,NA,18.9072,NA,85454,6230,0.0102,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,7.1471,0
y2012,ERI,0.4251,NA,0.0201,0,0.001,0.0146,0.0045,0,0,0.0202,0,0,NA,NA,0,0,0,0.3848,0.2708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019,0.019,NA,NA,0,0,NA,NA,0.001,NA,NA,0.004,NA,NA,0.014,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0201,0
y2012,ESH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2012,ESP,28.9733,28.0895,5.7536,4.1112,0.1689,0,1.4495,6.0808,6.0793,14.0926,0.183,0.1702,0.0674,0,0,0,0.1987,2.6646,2.6168,0,2.7148,1.67,1.5981,0.6318,0.6318,0.3443,0,0.0671,0,0.3982,0.0021,0.0021,0.3086,0.3086,0.0735,0,0.0141,0,5.484,5.484,1.623,0.002,0.022,4.003,1.556,0.002,0.175,0.013,0,1.283,0.032,0,0,0,0,6987.7164,726.2182,354.7452,0,0,0,3.2631,2.2415,1.6309,0,3.1674,0,61.5167,23.2729,12.684,2.4732,163867,4004,0.0015,0,0.0207,0.0014,0,0.0036,0,0,0.0141,1.8684,0.0532,0,5.7536,0.1702
y2012,EST,1.5026,1.4327,0.1315,0.1233,0.0028,0,0.0054,0.0985,0.0985,0.4052,0.0119,0.0072,0.0072,NA,0,0,0.4531,0.4024,0.4017,0,0.1092,0.0808,0.0788,0.0083,0.0083,0.0189,0,0.0012,NA,0,NA,NA,NA,NA,0,0,0,0,0.13,0.13,0.08,NA,0,0.122,0.078,NA,0.003,0.001,NA,0.005,0.001,NA,0,NA,0,118.5977,9.9436,NA,0,18.972,0,17.4504,1.5135,2.9698,0,3.7511,0,74.0206,7.5593,17.3265,1.0937,4712,220,NA,NA,7e-04,NA,NA,0,NA,NA,NA,NA,NA,NA,0.1315,0.0072
y2012,ETH,31.6933,NA,0.5094,0.2224,0,0.2814,0.0056,0,0,0.2866,0,0,NA,NA,0,0,0,30.8973,29.9079,NA,0.092,0.092,0.092,NA,NA,0,NA,NA,NA,0.092,0.092,0.092,NA,NA,NA,NA,NA,NA,0.489,0.489,0.089,0.089,0,0.215,0.089,0.089,0,NA,NA,0.005,NA,NA,0.269,NA,0,0,NA,NA,0,0,NA,4.1914,NA,0,NA,0.2731,NA,100,NA,0,NA,3333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5094,0
y2012,FIN,9.3544,9.1386,1.2599,1.1812,0.0607,0,0.0088,0.0694,0.0694,3.5968,0.0587,0.0041,0.0041,0,0,0.0545,2.7774,1.5923,1.5691,0,0.7808,0.427,0.3995,0.0025,0.0025,0.1362,0.0505,0.1646,0,0.1737,0.1195,0.1185,0,0,0,0.0542,0,0,1.235,1.235,0.418,0.117,0.008,1.156,0.391,0.116,0.062,0.014,0,0.008,0.005,0,0,0,0,85.051,3.0837,0,0.238,116.236,2.27,4.8398,0.0837,1.926,1.0976,3.0695,6.4693,54.6849,0.3222,17.4474,21.0762,41823,1584,0,0,0.0225,0,0,9e-04,0,0,0,0,NA,0,1.2599,0.0041
y2012,FJI,0.1304,NA,0.0217,0.0041,0,0,0.0176,0,0,0.0454,0,0,NA,NA,0,0,0,0.0634,0.0634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0041,0.0041,0.0041,NA,NA,NA,NA,NA,NA,0.02,0.02,NA,0.004,0,0.004,NA,0.004,0,NA,NA,0.016,NA,NA,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527.4147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0217,0
y2012,FLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2012,FRA,69.3479,68.3563,12.7984,10.7011,0.0478,0.2023,1.8304,20.1962,20.1962,26.9501,0.0989,0.0737,0.0366,0,0,0,2.0072,7.297,7.1028,0.0019,4.3763,3.2824,2.8877,0.1919,0.1919,0.7397,0.0022,0.1357,0,0.0139,0.0139,0,0,0,0,0,0,0,12.446,12.446,3.2032,0.014,0.016,10.517,2.838,0,0.05,0.04,0.01,1.666,0.3092,0.004,0.197,0,0,22969.2175,218.2357,0,0,76.6724,0,4.3338,0.4901,1.895,0.0183,2.7146,0.0493,75.0036,4.3847,16.9032,3.1004,313373.46,8601.642,0,0.1464,0.0459,0.0245,0,0.0041,0,0,0,0,0.5588,0,12.7984,0.0737
y2012,FRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2012,FSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2012,GAB,1.2719,NA,0.1203,0.0548,0,0.0282,0.0373,0,0,0.1015,0,0,NA,NA,0,0,0,1.0502,1.0502,NA,0.0155,0.0155,0.0155,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.113,0.113,0.015,0,0,0.053,0.015,0,0,NA,NA,0.033,NA,0,0.027,0,0,0,NA,NA,0,0,NA,1.9319,NA,0,NA,0.3176,NA,100,NA,0,NA,1178,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1203,0
y2012,GBR,58.1379,0,3.8538,1.2586,0.1003,2.0499,0.445,34.0362,34.0362,18.5189,0.6231,0.4967,0.4967,0,0,0,0.4964,0.6094,0.4964,0,0.997,0.418,0.2859,0.0894,0.0894,0.3329,7e-04,0.1559,0,0.0115,0.0115,0,0,0,0,0,0,0,3.743,3.743,0.403,0.012,0,1.237,0.281,0,0.105,0.014,0.012,0.405,0.108,0,1.996,0,0,40182.0715,105.5838,0,0,18.829,0,0.7008,0.136,1.1892,0.0019,0.7698,0.0714,41.9231,8.9708,33.3924,15.6422,215336,3871,0,0.0435,0.0696,0,0,0.0122,0,0,0,0,NA,0,3.8538,0.4967
y2012,GEO,1.4134,NA,0.1115,0.0712,0,0.0205,0.0198,0.5497,0.5497,0.4203,0.0154,0,0,NA,0.0154,0,0.01,0.3065,0.3064,NA,0.1555,0.0797,0.0712,0.0419,0.0419,0.0338,0,0,NA,0.0098,0,0,0.0052,0.0052,0.0046,0,NA,NA,0.108,0.108,0.078,0,0,0.07,0.07,0,0,0,0,0.018,0.003,NA,0.02,0.005,0.067,657.5657,50.1171,6.1714,0,0.032,0,7.9444,2.5423,4.6498,0,5.0145,0,51.2355,26.9483,21.7394,0,4887,393,NA,NA,1e-04,1e-04,NA,NA,NA,NA,NA,NA,0.0768,NA,0.1115,0
y2012,GGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2012,GHA,2.8806,NA,0.432,0.0621,0,0.0481,0.2587,0,0,0.4074,0,0,NA,NA,0,0,0,2.0413,1.1512,NA,0.1267,0.1252,0.0621,NA,NA,0,NA,0.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394,0.394,0.119,NA,0.059,0.06,0.06,NA,0,NA,NA,0.229,NA,NA,0.046,NA,0,0,NA,NA,0,0,NA,3.067,NA,0,NA,1.9215,NA,98.775,NA,0,1.225,4737,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432,0
y2012,GIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2012,GIN,2.1327,NA,0.012,0,0,0.012,0,0,0,0.05,0,0,NA,NA,0,0,0,2.0707,1.8032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0117,0.0117,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0.0117,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,0
y2012,GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2012,GMB,0.0861,NA,0.0164,0,0,0.0164,0,0,0,0.0147,0,0,NA,NA,0,0,0,0.055,0.0098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,0.016,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0.016,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.5593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0164,0
y2012,GNB,0.1223,NA,0.0113,0,0,0.0113,0,0,0,0.0018,0,0,NA,NA,0,0,0,0.1091,0.1091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0111,0.0111,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0.0111,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0113,0
y2012,GNQ,0.1603,NA,0.0819,0.0124,0,0.0209,0.0486,0,0,0.0384,0,0,NA,NA,0,0,0,0.04,0.0186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0124,0.0124,0.0124,NA,NA,NA,NA,NA,NA,0.075,0.075,NA,0.012,0,0.012,NA,0.012,0,NA,NA,0.043,NA,NA,0.02,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0819,0
y2012,GRC,7.5893,8.3394,2.3757,2.1428,0.0143,0.001,0.2175,0.4483,0.4483,3.4619,4e-04,0,0,0,4e-04,0,0.3002,1.0027,0.944,0,0.316,0.0499,0.0285,0,0,0.2345,0,0.0247,0,0.2539,0.2539,0.172,0,0,0,0,0,0,2.32,2.32,0.048,0.244,0,2.106,0.028,0.169,0.015,0.004,0.003,0.198,0.016,0.072,0.001,0,0.003,533.8584,0,0,0,1.889,0,0.432,0,5.0916,0,1.8446,0,15.7871,0,74.2113,7.8226,40255,2727,0,0,0.0135,0.0069,0,0,0,0,0,0,2.179,0,2.3757,0
y2012,GRD,0.0334,NA,0.0119,0,0,0.0044,0.0075,0,0,0.0148,0,0,NA,NA,0,0,0,0.0067,0.0067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0111,0.0111,NA,NA,0,0,NA,NA,0,NA,NA,0.0068,NA,NA,0.0043,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0119,0
y2012,GRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2012,GTM,6.2654,NA,0.2841,0,0,0.0356,0.2485,0,0,0.418,0,0,NA,NA,0,0,0,5.5633,5.5243,NA,0,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254,0.254,0,NA,0,0,0,NA,0,NA,NA,0.22,0,NA,0.034,NA,0,0,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,4861,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2841,0
y2012,GUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2012,GUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2012,GUY,0.184,NA,0.1211,0.0877,0,0.0157,0.0177,0,0,0.0291,0,0,NA,NA,0,0,0,0.0337,0.0323,NA,0.0877,0.0877,0.0877,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117,0.117,0.086,NA,0,0.086,0.086,NA,0,NA,NA,0.016,NA,NA,0.015,NA,0,0,NA,NA,0,0,NA,13.4453,NA,NA,NA,13.4071,NA,100,NA,NA,0,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1211,0
y2012,HKG,4.1185,4.1185,0.0988,0,0,0.0073,0.0915,0.581,0.581,3.4349,0,0,NA,NA,0,0,0,0.0037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088,0.088,NA,NA,0,0,NA,NA,0,NA,NA,0.081,NA,NA,0.007,NA,0,711.3755,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0988,0
y2012,HMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2012,HND,2.212,NA,0.1092,0.001,0.0058,0.0335,0.0689,0,0,0.334,0,0,NA,NA,0,0,0,1.7688,1.768,NA,0,0,0,NA,NA,0,NA,NA,NA,0.0058,0.0058,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0.006,0,0.001,0,NA,0.006,0,0.006,0.061,0,NA,0.032,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,3884,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1092,0
y2012,HRV,3.5395,3.5471,0.4528,0.3377,0.025,0.001,0.0806,0.6625,0.6602,1.0373,0.0057,0,NA,NA,0.0057,0,0.2213,1.1598,1.1577,NA,0.2343,0.2055,0.1897,0.0168,0.0168,0.012,NA,1e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438,0.438,0.201,NA,0.008,0.331,0.186,NA,0.026,0.004,NA,0.072,0.003,NA,0.001,0,0.014,812.969,20.7021,NA,0,8.6772,NA,6.2049,0.6966,0.8864,NA,3.3112,NA,87.6775,7.1742,5.1104,0.0379,12062,139.25,0.0023,NA,NA,0,NA,NA,NA,NA,NA,2.8158,0,0,0.4528,0
y2012,HTI,2.4497,NA,0.0659,0,0,0.0523,0.0136,0,0,0.0215,0,0,NA,NA,0,0,0,2.3623,1.4443,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062,0.062,0,NA,0,0,0,NA,0,NA,NA,0.012,NA,NA,0.05,NA,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0659,0
y2012,HUN,9.1617,9.3388,0.3159,0.2127,0.0067,0,0.0965,4.2185,4.2185,1.6528,0.1534,0.0164,0.0164,0.0524,0.0797,0,0.7872,2.0338,2.0246,0.0034,0.3996,0.2087,0.2066,0.0953,0.0953,0.0673,4e-04,0.014,0,0,0,0,0,0,0,0,0,0,0.305,0.305,0.208,0,0,0.212,0.206,0,0.007,0.001,0,0.086,0.001,0,0,0,0.486,5162.0801,116.6458,0,0,28.588,0,3.6886,1.1289,2.1484,0.0163,2.2291,0.1067,52.2358,23.855,16.83,3.4937,19219,782,0,0,0.0049,0.0139,0,0.0028,0,0,0,0,3.4788,0,0.3159,0.0164
y2012,IDN,55.8341,55.7679,11.477,4.3447,0.4234,1.1078,5.6011,0.242,0.242,9.7881,0,0,0,NA,0,0,0,34.327,34.0077,NA,3.5931,3.386,3.386,NA,NA,0.2071,NA,NA,NA,0.4234,0.4234,NA,NA,NA,0,NA,NA,NA,10.659,10.659,3.274,0.441,0,4.201,3.274,NA,0.441,0,0.441,4.958,NA,NA,1.059,NA,0,277.3385,NA,NA,0,0,NA,4.0502,NA,1.384,NA,2.2622,NA,94.2364,NA,5.7636,NA,113815,2408,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.477,0
y2012,IMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2012,IND,194.8247,194.9449,39.1168,11.9905,1.8753,7.8468,17.2189,2.1494,2.1494,38.7432,11.321,11.0028,10.9957,NA,0,0,0.4383,103.0561,100.9873,NA,22.4982,9.661,9.4443,0.1555,0.1555,12.6817,NA,NA,NA,9.8468,4.9617,2.5462,NA,NA,4.8851,NA,NA,NA,36.484,36.484,9.357,4.89,0,11.594,9.132,2.462,1.953,0.221,1.732,15.242,0.004,0.502,7.501,NA,0,2516.5036,182.0117,NA,0,0,NA,5.5406,0.329,17.7362,NA,4.5935,NA,42.9413,0.691,56.3677,NA,450502,147462,NA,NA,0.9477,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1168,11.0028
y2012,IOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2012,IRL,4.7615,4.7975,1.6703,0.7842,0.0045,0.7483,0.1062,0.9768,0.9768,1.6543,0.403,0.2134,0.1761,0,0,0.0908,0.0094,0.0477,0.0438,0,0.2731,0.2251,0.2251,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,1.6007,1.6007,0.2176,0,0,0.7581,0.2176,0,0.0046,0,0,0.0943,0,0,0.7089,0,0,1152.8699,0,0,0.408,0,0,3.7218,NA,2.2272,NA,2.6277,NA,82.4278,NA,17.5722,NA,19236.624,558,0,0,0.0039,0,0,0,0,0,0,0,NA,0,1.6703,0.2134
