* description: Enerdata; Consumption
* unit: 1
* origin: calcOutput(type = "Consumption", aggregate = FALSE, file = "agriculture.csv", subtype = "agriculture") (madrat 3.3.6 | mrprom 0.1.0)
* creation date: Thu Aug  3 13:08:00 2023
dummy,dummy,Total_energy_final_consumption_of_residential_tertiary_agriculture.Mtoe,Total_final_energy_consumption_of_residential_tertiary_agriculture_with_climatic_corrections.Mtoe,Oil_final_consumption_of_residential_tertiary_agriculture.Mtoe,Heating_oil_final_consumption_of_residential_tertiary_agriculture.Mtoe,Heavy_fuel_oil_final_consumption_of_residential_tertiary_agriculture.Mtoe,Kerosene_final_consumption_of_residential_tertiary_agriculture.Mtoe,LPG_(liquified_petroleum_gas)_final_consumption_of_residential_services_agriculture.Mtoe,Gas_final_consumption_of_residential_tertiary_agriculture.Mtoe,Natural_gas_final_consumption_of_residential_tertiary_agriculture.Mtoe,Electricity_final_consumption_of_residential_tertiary_agriculture.Mtoe,Coal_and_lignite_final_consumption_of_residential_tertiary_agriculture.Mtoe,Coal_final_consumption_of_residential_tertiary_agriculture.Mtoe,Bituminous_coal_final_consumption_of_residential_tertiary_agriculture.Mtoe,Sub-situminous_coal_final_consumption_of_residential_tertiary_agriculture.Mtoe,Lignite_final_consumption_of_residential_tertiary_agriculture.Mtoe,Peat_final_consumption_of_residential_tertiary_agriculture.Mtoe,Heat_final_consumption_of_residential_tertiary_agriculture.Mtoe,Biomass_final_consumption_of_residential_tertiary_agriculture.Mtoe,Fire_wood_final_consumption_of_residential_tertiary_agriculture.Mtoe,Industrial_waste_final_consumption_of_residential_tertiary_agriculture.Mtoe,Total_energy_final_consumption_of_agriculture.Mtoe,Oil_final_consumption_of_agriculture.Mtoe,Diesel_heating_oil_final_consumption_of_agriculture.Mtoe,Gas_final_consumption_of_agriculture.Mtoe,Natural_gas_final_consumption_of_agriculture.Mtoe,Electricity_final_consumption_of_agriculture.Mtoe,Coal_and_lignite_final_consumption_of_agriculture.Mtoe,Biomass_final_consumption_of_agriculture.Mtoe,Industrial_waste_final_consumption_of_agriculture.Mtoe,Total_energy_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Oil_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Diesel_heating_oil_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Gas_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Natural_gas_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Coal_and_lignite_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Heat_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Biomass_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Industrial_waste_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Oil_final_consumption_of_residential_tertiary_agriculture.Mt,Oil_products_final_consumption_of_residential_services_agriculture.Mt,Oil_products_final_consumption_of_agriculture.Mt,Oil_products_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mt,Motor_gasoline_consumption_of_agriculture.Mt,Heating_oil_final_consumption_of_residential_tertiary_agriculture.Mt,Diesel_heating_oil_final_consumption_of_agriculture.Mt,Diesel_heating_oil_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mt,Heavy_fuel_oil_final_consumption_of_residential_tertiary_agriculture.Mt,Heavy_fuel_oil_final_consumption_of_agriculture.Mt,Heavy_fuel_oil_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mt,LPG_(liquified_petroleum_gas)_final_consumption_of_residential_services_agriculture.Mt,LPG_(liquified_petroleum_gas)_final_consumption_of_agriculture.Mt,LPG_(liquified_petroleum_gas)_final_consumption_of_residential_services_agriculture_-_unspecified.Mt,Kerosene_final_consumption_of_residential_tertiary_agriculture.Mt,Kerosene_final_consumption_of_agriculture.Mt,Lignite_final_consumption_of_residential_tertiary_agriculture.Mt,Natural_gas_final_consumption_of_residential_tertiary_agriculture.mcm,Natural_gas_final_consumption_of_agriculture.mcm,Natural_gas_final_consumption_of_residential_tertiary_agriculture_-_unspecified.mcm,Peat_final_consumption_of_residential_tertiary_agriculture.Mt,Heat_final_consumption_of_residential_tertiary_agriculture.PJ,Heat_final_consumption_of_residential_tertiary_agriculture_-_unspecified.PJ,Share_of_agriculture_sector_in_oil_products_consumption.%,Share_of_agriculture_in_gas_consumption.%,Share_of_agriculture_in_electricity_consumption.%,Share_of_agriculture_in_coal_consumption.%,Share_of_agriculture_in_final_consumption.%,Share_of_coal_and_lignite_in_agriculture_consumption.%,Share_of_oil_in_agriculture_consumption.%,Share_of_gas_in_agriculture_consumption.%,Share_of_electricity_in_agriculture_consumption.%,Share_of_biomass_in_agriculture_consumption.%,Electricity_final_consumption_of_residential_tertiary_agriculture.GWh,Electricity_final_consumption_of_agriculture.GWh,Manufactured_gas_final_consumption_of_residential_tertiary_agriculture.Mtoe,Municipal_waste_final_consumption_of_residential_tertiary_agriculture.Mtoe,Biogas_final_consumption_of_residential_tertiary_agriculture.Mtoe,Heat_final_consumption_of_agriculture.Mtoe,Municipal_waste_final_consumption_of_agriculture.Mtoe,Biogas_final_consumption_of_agriculture.Mtoe,Electricity_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Municipal_waste_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Biogas_final_consumption_of_residential_tertiary_agriculture_-_unspecified.Mtoe,Manufactured_gas_final_consumption_of_residential_tertiary_agriculture.mcm,Share_of_heat_in_agriculture_consumption.%,Manufactured_gas_consumption_of_agriculture.mcm,Oil_products_final_consumption_of_residential_tertiary_agriculture.Mtoe,Total_coal_final_consumption_of_residential_tertiary_agriculture.Mtoe
y1993,MYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1993,NAM,0.5005,NA,0.216,0.192,0.0179,0.0031,0,0,0,0.144,0,0,NA,NA,0,0,0,0.1405,0.1391,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.3568,0.2129,0.192,NA,NA,NA,NA,NA,NA,0.201,0.201,0,0.198,0,0.177,0,0.177,0.018,0,0.018,0,0,0,0.003,NA,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1674,NA,NA,NA,NA,NA,NA,NA,0.144,NA,NA,NA,NA,NA,0.216,0
y1993,NCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1993,NER,1.3849,NA,0.0021,0,0,0.0021,0,0,0,0.0156,0.0031,0,NA,NA,0.0031,0,0,1.3641,1.3464,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0.0031,NA,NA,NA,NA,0.0031,NA,NA,NA,0.002,0.002,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0.002,NA,0.011,0,NA,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,181,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0021,0
y1993,NFK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1993,NGA,56.9084,NA,1.4625,0.0041,0,1.4143,0.0441,0,0,0.6821,0,0,0,NA,0,0,0,54.7638,54.3563,NA,0.0052,0.0052,0.0041,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,1.395,1.395,0.005,0,0,0.004,0.004,0,0,NA,NA,0.039,NA,NA,1.352,0.001,0,0,NA,NA,0,0,NA,0.0529,NA,NA,NA,0.0079,NA,100,NA,NA,NA,7931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4625,0
y1993,NIC,1.0205,NA,0.0575,0.0186,0.0038,0.0126,0.0215,0,0,0.0795,0,0,NA,NA,0,0,0,0.8835,0.8585,NA,0.022,0.0102,0.0062,NA,NA,0.0089,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054,0.054,0.01,NA,0.001,0.018,0.006,NA,0.004,0.003,NA,0.019,0,NA,0.012,NA,0,0,NA,NA,0,0,NA,1.4358,NA,9.1637,NA,1.4423,NA,46.2345,NA,40.3262,13.4393,924,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0575,0
y1993,NIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1993,NLD,21.9862,NA,1.2569,0.9562,0.0999,0.0216,0.1792,16.5495,16.5495,3.5275,0.0179,0.0126,0,0,0.0048,0,0.2636,0.3709,0.313,0,4.5903,0.7828,0.6234,3.5101,3.5101,0.2952,0,0.0021,0,0.0606,0.0606,0.0606,0,0,0,0,0,0,1.22,1.22,0.762,0.059,0,0.931,0.607,0.059,0.102,0.079,0,0.166,0.076,0,0.021,0,0.01,23092.5325,4897.9097,0,0,10.884,0,3.0987,9.9213,4.3247,NA,8.0231,NA,17.0535,76.4679,6.4317,0.0468,41017,3433,0,0.0168,0.0346,0,0,0,0,0,0,0,0,0,1.2569,0.0126
y1993,NOR,6.4093,6.2589,1.1314,0.9687,0.0029,0.1524,0.0033,0,0,4.659,0.0047,0.0034,0.0034,0,0,0,0.0814,0.5328,0.522,0,0.6776,0.5477,0.5415,0,0,0.1293,7e-04,0,0,0.0021,0,0,0,0,0,0.0021,0,0,1.099,1.099,0.532,0,0.004,0.941,0.526,0,0.003,0.001,0,0.003,0,0,0.148,0.001,0,0,0,0,0,3.407,0.089,7.6043,0,1.4745,0.0803,3.8444,0.0991,80.8247,0,19.0762,0,54174,1503,0,3e-04,0.0105,0,0,0,0,0,0,0,NA,0,1.1314,0.0034
y1993,NPL,5.9737,NA,0.1904,0.0451,0,0.1336,0.0118,0,0,0.0348,0,0,0,NA,0,0,0,5.7485,5.7434,NA,0.0467,0.0451,0.0451,NA,NA,0.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171,0.171,0.041,NA,0,0.041,0.041,NA,0,NA,NA,0.01,NA,NA,0.12,NA,0,0,NA,NA,0,0,NA,11.6091,NA,2.6723,NA,0.7472,NA,96.5005,NA,3.4995,NA,405,19,NA,NA,0.0051,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1904,0
y1993,NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1993,NZL,2.4992,2.3647,0.4732,0.3643,0.0031,0,0.0399,0.2352,0.2352,1.4837,0.075,0.0093,0.0093,0.0347,0.031,0,0.0743,0.1577,0.1542,0,0.4767,0.352,0.2839,0.0421,0.0421,0.0668,0.0083,0,0,0,0,0,0,0,0,0,0,0,0.458,0.458,0.343,0,0.062,0.358,0.279,0,0.003,0.002,0,0.035,0,0,0,0,0.157,291.59,52.2247,0,0,0,0,6.9308,0.9747,2.5994,0.7037,4.5609,1.732,73.8336,8.8386,14.0176,0,17252,777,0,0,0.0013,0.0075,0,0,0,0,0,0,1.5783,0,0.4732,0.0093
y1993,OMN,0.7396,NA,0.189,0.1551,0,0,0.0339,0.1726,0.1726,0.378,0,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0.2414,0.1551,0.1551,0.0863,0.0863,NA,NA,NA,NA,0.18,0.18,NA,0.15,0,0.15,NA,0.15,0,NA,NA,0.03,NA,NA,0,NA,0,213.0126,NA,106.5063,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,4395,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189,0
y1993,PAK,23.4623,NA,1.2696,0.437,0.0244,0.6618,0.1465,2.1722,2.1722,2.1257,0.0013,0.0013,0.0013,NA,0,0,0,17.8935,17.7765,NA,0.7986,0.3022,0.3022,NA,NA,0.4964,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,1.215,1.215,0.287,0,0,0.415,0.287,NA,0.025,0,NA,0.135,NA,0,0.64,0,0,3075.7923,NA,NA,0,0,NA,2.2513,NA,15.441,NA,1.9251,NA,37.8425,NA,62.1575,NA,24717,5772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2696,0.0013
y1993,PAN,0.6016,NA,0.0944,0.0083,0.001,0.0084,0.0768,0,0,0.1772,0,0,NA,NA,0,0,0,0.3299,0.3277,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085,0.085,0,NA,0,0.008,0,NA,0.001,0,NA,0.068,NA,NA,0.008,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0944,0
y1993,PCN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1993,PER,4.1082,NA,1.4059,0.2441,0.2967,0.6392,0.2259,0.0027,0.0027,0.4318,0.0077,0.0077,0.0077,NA,0,0,0,2.2601,2.212,NA,0.5659,0.428,0.1427,0,0,0.04,0,0.0979,NA,0.0315,0.0315,0.0248,NA,NA,NA,NA,NA,NA,1.356,1.356,0.435,0.031,0,0.236,0.138,0.024,0.309,0.296,0.007,0.2,0,NA,0.611,0.001,0,2.8005,0,NA,0,0,NA,7.0799,0,3.9184,0,6.6042,0,75.6286,0,7.0666,17.3048,5021,465,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,1.4059,0.0077
y1993,PHL,9.5835,NA,1.3659,0.2542,0.106,0.4967,0.5057,0,0,1.016,0,0,NA,NA,0,0,0,7.2016,6.4653,NA,0.3283,0.2663,0.2542,NA,NA,0.062,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1.338,1.338,0.265,0,0.003,0.253,0.253,NA,0.108,NA,NA,0.47,0,0,0.504,0.009,0,0,NA,NA,0,0,NA,2.1085,NA,3.3995,NA,1.6661,NA,81.1122,NA,18.8878,0,11814,721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3659,0
y1993,PLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1993,PNG,1.4188,NA,0.0969,0.0712,0,0.0257,0,0,0,0.0409,0,0,NA,NA,0,0,0,1.2811,1.2811,NA,0.0712,0.0712,0.0712,NA,NA,NA,NA,NA,NA,0.0409,NA,NA,NA,NA,NA,NA,NA,NA,0.095,0.095,0.07,NA,0,0.07,0.07,NA,0,NA,NA,0,NA,NA,0.025,NA,0,0,NA,NA,0,0,NA,12.894,NA,NA,NA,3.5578,NA,100,NA,NA,NA,475,NA,NA,NA,NA,NA,NA,NA,0.0409,NA,NA,NA,NA,NA,0.0969,0
y1993,POL,34.0963,32.0699,2.289,1.8078,0.3201,0,0.145,3.6641,3.6516,3.7966,13.4124,11.5884,11.5884,0,0.0905,0,7.6194,3.3148,3.3049,0.0084,4.6939,2.144,1.8078,0.0032,0.0032,0.5411,1.5265,0.4791,0,0,0,0,0,0,0,0,0,0,2.23,2.23,2.098,0,0.015,1.748,1.748,0,0.335,0.335,0,0.132,0,0,0,0,0.442,5001.4684,4.3172,0,0,319.004,0,14.8879,0.0404,6.3341,2.1126,7.0713,32.5217,45.676,0.0681,11.5281,10.2061,44146,6292,0.0125,0,0.0015,0,0,0,0,0,0,15.3158,NA,0.0526,2.289,11.5884
y1993,PRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1993,PRK,5.5379,NA,0.1119,0,0,0.1119,0,0,0,0.7502,3.8499,2.6848,2.6848,1.1651,0,0,0,0.826,0.7399,NA,0,0,0,NA,NA,0,0,NA,NA,3.8499,0,0,NA,NA,3.8499,NA,NA,NA,0.107,0.107,0,0,0,0,0,0,0,0,0,0,NA,NA,0.107,0,2.774,0,NA,NA,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,8723,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1119,2.6848
y1993,PRT,3.7144,3.632,1.3612,0.5371,0.072,0.0199,0.7322,0.0584,0,1.1302,6e-04,6e-04,6e-04,0,0,0,0.0139,1.15,1.15,0,0.4671,0.4424,0.4202,0,0,0.0248,0,0,0,0,0,0,0,0,0,0,0,0,1.261,1.261,0.427,0,0,0.519,0.406,0,0.075,0.009,0,0.648,0.012,0,0.019,0,0,0,0,0,0,0,0,3.8663,NA,1.0919,NA,3.274,NA,94.698,0,5.302,0,13142,288,0.0584,0,0,0,0,0,0,0,0,71.5263,NA,0,1.3612,6e-04
y1993,PRY,1.3884,NA,0.0591,0,0,0.001,0.058,0,0,0.1741,0,0,NA,NA,0,0,0,1.1552,1.0476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054,0.054,NA,NA,0,0,NA,NA,0,NA,NA,0.053,NA,NA,0.001,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0591,0
y1993,PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1993,PYF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1993,QAT,0.4231,NA,0.0396,0,0,0.0136,0.026,0,0,0.3822,0,0,NA,NA,0,0,0,0.0014,0.0014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,0.036,NA,NA,0,0,NA,NA,0,NA,NA,0.023,NA,NA,0.013,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0396,0
y1993,REU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1993,ROU,8.7719,8.4645,1.0537,0.745,0.0498,0.04,0.2127,1.9303,1.9303,0.9199,0.2453,0.0479,0.0479,0,0.1617,0.0011,3.7036,0.919,0.919,0,0.9165,0.6791,0.67,0.0529,0.0529,0.1685,0.0042,0.0118,0,0.7018,0.0762,0.075,NA,NA,0.0109,0.6147,0,0,1.018,1.018,0.67,0.075,0.006,0.735,0.661,0.074,0.053,0.002,NA,0.185,0,0.001,0.039,0.001,0.902,2390.2153,65.5313,NA,0.003,155.058,25.736,6.0588,0.2626,4.5891,0.0413,3.3939,0.4626,74.0979,5.7746,18.3827,1.2822,10697,1959,NA,0,0,0,NA,NA,NA,NA,0,NA,0,NA,1.0537,0.0479
y1993,RUS,230.6513,NA,24.6019,10.4457,4.5372,0.6511,2.5127,60.8001,60.8001,21.7249,17.4141,15.6848,15.6848,NA,0.9268,0.1349,98.277,7.8333,7.8333,0,16.6636,9.237,8.2835,0.5757,0.5757,5.9514,0.4317,0.4679,0,13.9928,6.8158,0.2035,NA,NA,7.1771,0,0,0,24.688,24.6,9.139,7.11,0,10.266,8.141,0.2,4.749,0.998,0.173,2.287,0,0.073,0.634,NA,2.823,73984.2532,700.5493,NA,0.567,4114.591,0,4.8447,0.1564,8.8542,0.3024,3.1289,2.5908,55.4318,3.4549,35.7147,2.8078,252615,69202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6019,15.6848
y1993,RWA,0.7123,NA,0.005,9e-04,0,0.0041,0,0,0,0.0091,0,0,NA,NA,0,0,0,0.6982,0.6982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0049,0.0049,NA,NA,0,9e-04,NA,NA,0,NA,NA,0,NA,NA,0.004,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.7237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,0
y1993,SAU,6.3427,NA,1.0659,0,0,0.2469,0.819,0,0,5.2709,0,0,NA,NA,0,0,0,0.0059,0,NA,0.1337,0,0,NA,NA,0.1337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961,0.961,0,NA,0,0,0,NA,0,NA,NA,0.725,NA,NA,0.236,NA,0,0,NA,NA,0,0,NA,0,NA,1.8918,NA,0.2755,NA,0,NA,100,NA,61290,1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0659,0
y1993,SDN,3.9389,NA,0.0522,0,0,0.0387,0.0124,0,0,0.0876,0,0,NA,NA,0,0,0,3.799,2.3763,NA,0.0141,0.0011,0,NA,NA,0.013,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.049,0.049,0.001,0,0.001,0,0,NA,0,NA,0,0.011,NA,0,0.037,NA,0,0,NA,NA,0,0,NA,0.0944,NA,12.08,NA,0.2589,NA,7.6124,NA,92.3876,NA,1019,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0522,0
y1993,SEN,0.7284,NA,0.0969,0.0145,0.0211,0.0105,0.0508,0,0,0.0284,0,0,NA,NA,0,0,0,0.6031,0.3677,NA,0.0394,0.0356,0.0145,NA,NA,0.0038,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.091,0.091,0.036,0,0,0.014,0.014,0,0.022,0.022,NA,0.045,NA,NA,0.01,NA,0,0,NA,NA,0,0,NA,4.7401,NA,5.5416,NA,3.5348,NA,90.3928,NA,9.6072,NA,330,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0969,0
y1993,SGP,NA,NA,NA,NA,NA,NA,NA,0.0757,NA,0.7925,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2135,0
y1993,SGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1993,SHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1993,SJM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1993,SLB,0.0798,NA,0.0032,0,0,0.0021,0.0011,0,0,0.0013,0,0,NA,NA,0,0,0,0.0753,0.0753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,0.003,NA,NA,0,0,NA,NA,0,NA,NA,0.001,NA,NA,0.002,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0032,0
y1993,SLE,0.6454,NA,0.0072,0,0,0.0072,0,0,0,0.0036,0,0,NA,NA,0,0,0,0.6346,0.4863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,0.007,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0.007,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0072,0
y1993,SLV,1.2125,NA,0.0859,0.0062,0.0029,0.0146,0.0621,0,0,0.1406,0,0,NA,NA,0,0,0,0.986,0.9735,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078,0.078,0,NA,0,0.006,NA,NA,0.003,0,NA,0.055,0,NA,0.014,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1635,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0859,0
